"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"HIST M185F - JOSEPH, S.J.",0.571,0.229,0.029,NA,0.057,0.057,0.029,NA,0.029,NA,NA,NA,NA
"HIST M186B - MARINO, K.M.",0.479,0.123,0.205,0.041,0.027,0.068,0.014,0.014,0.014,NA,NA,0.014,NA
"HLT POL 140 - KUO, A.A.",0.415,0.369,NA,0.077,0.015,0.123,NA,NA,NA,NA,NA,NA,NA
"HLT POL 203B - COMANOR, W.S.",0.462,0.308,NA,0.077,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"HLT POL 205 - COMANOR, W.S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLT POL 214 - HAYS, R.D.",0.2,0.3,0.4,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"HLT POL 215B - INKELAS, M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLT POL 225B - NEEDLEMAN, J.",0.222,0.667,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"HLT POL 230A - PONCE, N.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLT POL 232 - ERSKINE, L.S.",0.474,0.263,NA,0.158,NA,0.105,NA,NA,NA,NA,NA,NA,NA
"HLT POL 234 - ERSKINE, L.S.",0.619,0.286,NA,0.048,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"HLT POL 249 - GALPER, M.R.",0.84,0.12,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLT POL 280 - FREEDMAN, J.E.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLT POL 433 - VRIESMAN, L.J.",0.458,0.125,0.083,0.083,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"HLT POL 436 - ELGINER, J.A.",0.655,0.172,NA,0.034,NA,0.103,NA,0.034,NA,NA,NA,NA,NA
"HLT POL 437 - PELLICCIONI, L.S.",0.65,0.05,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLT POL 445 - ELGINER, J.A.",0.583,0.125,0.083,0.167,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"HLT POL 450 - VRIESMAN, L.J.",0.5,0.125,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLT POL M274 - MAYS, V.M.",0.389,0.556,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"HLT POL M449A - HALFON, N.",0.524,0.238,0.143,NA,NA,0.095,NA,NA,NA,NA,NA,NA,NA
"HNRS 105 - ALEXANDER, C.J.",0.552,0.345,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 11W - RUBINSON, G.J.",0.538,0.231,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 129 - GIVVIN, K.B.",0.421,0.105,0.316,0.053,NA,0.105,NA,NA,NA,NA,NA,NA,NA
"HNRS 14 - MILLER, J.H.",0.889,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 146 - DELOUGHREY, E.",0.316,0.421,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 165 - LEBOW, C.C.",0.333,0.222,0.296,0.074,NA,0.074,NA,NA,NA,NA,NA,NA,NA
"HNRS 174 - GIMZEWSKI, J.K.",0.917,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 37W - WESTRUP, L.A.",0.5,0.143,0.214,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"HNRS 50 - SAMUELSON, M.G.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 70A - GOLDBERG, R.B.",0.939,NA,NA,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 80 - KOROPECKYJ, R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS 87W - PRESCOTT, T.L.",0.944,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS M123 - LINDHOLM, J.A.",0.625,0.042,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS M152 - DIAMOND, J.M.",0.771,0.029,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRS M179 - VON BLUM, P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I A STD 111A - CEVIK, S.B.",0.308,0.077,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I A STD 191 - TAUB, B.",0.389,0.389,NA,0.111,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"I A STD 33 - JUNG-KIM, J.J.",0.207,0.379,0.052,0.069,0.017,0.224,NA,NA,0.052,NA,NA,NA,NA
"I A STD 50 - TAUB, B.",0.667,0.104,0.083,0.062,0.042,0.042,NA,NA,NA,NA,NA,NA,NA
"IL AMER 18B - DE LA TORRE, L.",0.222,0.111,0.556,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"INDO 100B - WIJAYA, J.",0.6,0.133,0.067,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"INF STD 10 - NOBLE, S.U.",0.39,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 180 - LIEVROUW, L.A.",0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 20 - SRINIVASAN, R.",0.527,0.311,NA,0.054,0.014,0.054,0.014,0.014,NA,NA,NA,NA,0.014
"INF STD 202 - DRUCKER, J.R.",0.688,0.188,NA,0.062,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"INF STD 213 - LEAZER, G.H.",0.917,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 241 - GILLILAND, A.J.",0.767,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 262A - WALLIS, J.C.",0.417,0.25,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 270 - BLANCHETTE, J.",0.226,0.075,0.642,0.019,0.019,0.019,NA,NA,NA,NA,NA,NA,NA
"INF STD 272 - LIEVROUW, L.A.",0.783,0.043,0.087,0.043,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"INF STD 289 - EVERETT, D.",0.789,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 289 - GILLILAND, A.J.",0.214,0.071,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 298B - CASWELL, M.L.",0.952,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INF STD 461 - MENDES, L.H.",0.679,0.107,0.107,0.036,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"INF STD 480 - VANCOUR, S.G.",0.55,0.35,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"INTL DV 110 - CHUN, J.J.",0.26,0.333,0.14,0.08,0.013,0.14,0.02,NA,0.013,NA,NA,NA,NA
"INTL DV 130 - HARRIS, K.K.",0.3,0.207,0.073,0.093,0.047,0.18,0.047,0.007,0.047,NA,NA,NA,NA
"INTL DV 191 - POSNER, D.N.",0.263,0.526,NA,0.053,NA,0.158,NA,NA,NA,NA,NA,NA,NA
"IRANIAN 102B - HAGIGI, L.E.",0.6,0.1,0.1,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA
"IRANIAN 1B - POURZANGI, B.",0.375,0.375,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRANIAN 20B - HAGIGI, L.E.",0.909,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRANIAN M105B - SAIEDI, N.",0.69,0.276,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA
"IRANIAN M110B - MOUSAVI, S.",0.95,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLM ST 151 - YARBROUGH, L.B.",0.478,0.087,0.174,0.13,0.087,NA,NA,NA,0.043,NA,NA,NA,NA
"ISLM ST M20 - SAYEED, A.",0.385,0.212,0.077,0.077,0.077,0.096,0.019,0.01,0.019,0.01,0.01,NA,0.01
"ITALIAN 1 - LAVAGNINO, C.G.",0.418,0.134,0.119,0.09,0.045,0.134,NA,0.015,0.015,NA,NA,NA,0.03
"ITALIAN 140 - CIAVOLELLA, M.",0.13,0.348,NA,0.13,0.043,0.348,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 2 - LAVAGNINO, C.G.",0.414,0.121,0.224,0.017,0.034,0.069,0.086,NA,0.034,NA,NA,NA,NA
"ITALIAN 2 - TRUONG, H.T.",0.417,0.167,NA,0.167,0.083,0.083,NA,NA,0.083,NA,NA,NA,NA
"ITALIAN 3 - SPANO, O.",0.643,0.214,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 3 - TRUONG, H.T.",0.385,0.308,0.231,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"ITALIAN 42A - MOUDARRES, A.",0.524,0.155,0.233,0.01,0.01,0.058,0.01,NA,NA,NA,NA,NA,NA
"JAPAN 100B - NOGAMI, Y.",0.161,0.29,NA,0.065,0.194,0.129,0.097,0.032,0.032,NA,NA,NA,NA
"JAPAN 101B - MENJO, S.",0.294,0.353,NA,0.118,NA,0.118,NA,NA,0.118,NA,NA,NA,NA
"JAPAN 103A - TAKAKURA, A.H.",0.625,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAPAN 124 - IWASAKI, S.",0.385,0.192,0.115,0.077,NA,0.231,NA,NA,NA,NA,NA,NA,NA
"JAPAN 172 - KANESAKA, K.K.",0.273,0.091,0.455,0.091,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"JAPAN 2 - KAWANISHI, Y.",0.618,0.162,NA,0.088,0.029,0.029,0.015,NA,0.015,NA,NA,0.029,0.015
"JAPAN 2 - TAKAKURA, A.H.",0.529,0.176,0.25,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAPAN 5 - IKEDA, E.",0.087,0.435,0.087,0.087,0.043,0.174,NA,NA,0.043,0.043,NA,NA,NA
"JAPAN 5 - MENJO, S.",0.35,0.3,NA,0.1,NA,0.1,0.1,NA,0.05,NA,NA,NA,NA
"JAPAN 80 - YAMAZAKI, J.",0.584,0.071,0.214,0.026,0.013,0.071,NA,NA,0.013,NA,NA,NA,0.006
"JAPAN C159 - YAMAZAKI, J.",0.372,0.279,0.233,0.023,NA,0.093,NA,NA,NA,NA,NA,NA,NA
"JAPAN CM123 - IWASAKI, S.",0.033,0.467,0.033,0.133,0.033,0.167,NA,NA,0.033,0.033,0.033,NA,0.033
"JAPAN CM160 - BODIFORD, W.M.",0.286,0.107,0.107,0.214,0.071,0.071,0.036,NA,0.071,0.036,NA,NA,NA
"JEWISH M144 - ABRAMSON, S.D.",0.19,0.143,0.286,0.143,0.048,0.048,NA,NA,0.143,NA,NA,NA,NA
"JEWISH M150A - SMOAK, J.D.",0.842,0.053,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA 100B - YOON, J.E.",0.4,0.2,0.2,0.12,0.04,0.04,NA,NA,NA,NA,NA,NA,NA
"KOREA 101B - YOON, J.E.",0.4,0.267,0.067,0.2,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"KOREA 102B - CHOI, J.B.",0.81,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA 104B - JEON, S.",0.615,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA 124 - SOHN, S.S.",0.529,0.059,0.118,0.118,NA,0.059,NA,NA,0.059,NA,NA,NA,0.059
"KOREA 159 - WANG, S.",0.231,0.308,NA,0.179,0.051,0.231,NA,NA,NA,NA,NA,NA,NA
"KOREA 2 - CHOI, J.B.",0.536,0.101,0.275,0.029,0.014,0.029,0.014,NA,NA,NA,NA,NA,NA
"KOREA 2 - MITSUNAGA, J.I.",0.345,0.109,0.364,0.055,NA,0.073,NA,NA,0.036,NA,NA,NA,0.018
"KOREA 2A - JU, H.",0.583,0.083,0.278,NA,0.028,NA,NA,0.028,NA,NA,NA,NA,NA
"KOREA 5 - JEON, S.",0.714,0.048,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREA 5 - MITSUNAGA, J.I.",0.318,0.227,0.227,0.045,NA,0.182,NA,NA,NA,NA,NA,NA,NA
"KOREA 50 - PARK, H.",0.568,0.148,0.125,0.023,0.023,0.057,NA,0.023,0.023,NA,NA,NA,0.011
"LATIN 1 - BECKELHYMER, S.D.",0.2,0.1,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,0.1
"LATIN 2 - BECKELHYMER, S.D.",0.333,0.091,0.364,0.03,0.061,0.091,NA,0.015,NA,0.015,NA,NA,NA
"LBR STD 126 - RIVERA-SALGADO, G.",0.25,0.25,0.042,0.208,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"LBR STD 152 - SHADDUCK-HERNANDEZ",0.622,0.162,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 153 - GAFFNEY, L.M.",0.811,0.108,0.054,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 179B - ROCCO, R.A.",0.765,0.059,0.118,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"LBR STD 182B - ESPINO, V.R.",0.308,0.077,0.423,0.077,NA,0.077,NA,NA,NA,NA,NA,NA,0.038
"LBR STD 187 - GRIFFEY, T.S.",0.435,0.13,0.13,0.217,0.043,NA,NA,NA,NA,NA,NA,NA,0.043
"LBR STD 188 - HAAS, G.S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR STD 188 - HUNG, B.",0.486,0.054,0.432,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA
"LBR STD M166B - PEREZ, I.",0.812,0.062,NA,0.062,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"LGBTQS 182 - MORRIS, M.B.",0.905,0.048,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LGBTQS 183 - LOPEZ GASPAR DE AL",0.409,0.182,0.136,0.136,NA,0.091,NA,NA,NA,NA,NA,NA,0.045
"LGBTQS M114 - WOOLSEY, M.F.",0.354,0.071,0.394,0.02,0.03,0.101,NA,NA,0.02,0.01,NA,NA,NA
"LIFESCI 107 - PHAM, H.D.",0.188,0.105,0.464,0.077,0.017,0.06,0.023,0.031,0.023,NA,NA,NA,0.011
"LIFESCI 15 - PHELAN, J.P.",0.603,0.059,0.031,0.162,0.006,0.138,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192A - SHAKED, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192B - PFLUEGL, G.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192B - PIRES, D.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192B - SHAKED, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192B - SHEVTSOV, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192C - PIRES, D.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192C - SHAKED, S.",0.905,0.048,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192D - PIRES, D.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192D - SHAKED, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 192E - SHAKED, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIFESCI 23L - PFLUEGL, G.M.",0.177,0.042,0.739,0.014,0.003,0.012,0.002,NA,0.008,NA,NA,NA,0.003
"LIFESCI 30A - CONLEY, W.J.",0.597,0.14,0.114,0.059,0.013,0.034,0.017,0.013,NA,0.013,NA,NA,NA
"LIFESCI 30A - DEEDS, E.J.",0.242,0.159,0.409,0.023,0.045,0.083,NA,NA,0.023,0.008,NA,0.008,NA
"LIFESCI 30A - JAROSZEWICZ, A.T.",0.176,0.068,0.595,0.054,0.039,0.034,0.015,NA,0.005,NA,0.005,NA,0.01
"LIFESCI 30B - JAROSZEWICZ, A.T.",0.153,0.079,0.63,0.037,0.005,0.037,0.016,0.005,0.016,0.011,0.005,NA,0.005
"LIFESCI 30B - KERANEN, J.P.",0.093,0.012,0.864,0.007,0.002,0.015,0.002,0.002,0.003,0.002,NA,NA,NA
"LIFESCI 40 - SHEVTSOV, J.",0.438,0.047,0.125,0.109,0.047,0.062,0.062,0.047,NA,0.016,NA,NA,0.047
"LIFESCI 40 - VENUGOPAL, S.",0.205,0.051,0.513,0.026,NA,0.128,0.026,0.051,NA,NA,NA,NA,NA
"LIFESCI 7A - KHANKAN, R.R.",0.368,0.152,0.026,0.149,0.048,0.078,0.097,NA,0.041,0.022,NA,NA,0.019
"LIFESCI 7A - LAZAZZERA, B.A.",0.263,0.195,0.041,0.158,0.071,0.12,0.06,NA,0.068,0.011,NA,NA,0.011
"LIFESCI 7A - PIRES, D.B.",0.328,0.145,0.003,0.128,0.086,0.103,0.145,NA,0.045,0.01,NA,NA,0.007
"LIFESCI 7B - KANE, T.L.",0.334,0.22,0.021,0.132,0.049,0.164,0.045,NA,0.035,NA,NA,NA,NA
"LIFESCI 7B - MARCOT, J.D.",0.433,0.199,0.024,0.123,0.052,0.116,0.028,0.005,0.014,0.002,NA,0.005,NA
"LIFESCI 7B - NONACS, P.N.",0.365,0.241,0.039,0.131,0.039,0.117,0.039,NA,0.021,0.004,NA,NA,0.004
"LIFESCI 7C - COOPER, R.H.",0.406,0.264,NA,0.086,0.023,0.191,0.017,NA,0.013,NA,NA,NA,NA
"LIFESCI 7C - KHANKAN, R.R.",0.394,0.32,NA,0.116,0.014,0.116,0.021,NA,0.014,NA,NA,NA,0.004
"LING 1 - HYAMS, N.M.",0.296,0.118,0.173,0.093,0.06,0.14,0.027,0.025,0.03,0.014,NA,0.008,0.016
"LING 1 - SPORTICHE, D.L.",0.251,0.169,0.08,0.121,0.044,0.115,0.056,0.021,0.047,0.018,0.009,0.038,0.03
"LING 102 - AHN, S.",0.397,0.25,0.059,0.103,0.074,0.088,NA,0.015,NA,NA,0.015,NA,NA
"LING 103 - AHN, S.",0.343,0.229,0.143,0.029,0.057,0.171,NA,NA,NA,0.029,NA,NA,NA
"LING 104 - JUN, S.",0.107,0.25,0.179,0.179,NA,0.143,NA,0.036,0.036,0.036,NA,0.036,NA
"LING 120A - SHIH, S.",0.25,NA,0.292,0.25,NA,0.125,NA,NA,0.083,NA,NA,NA,NA
"LING 120B - POOLE, E.J.",0.291,0.139,0.038,0.127,0.063,0.152,0.076,0.013,0.038,NA,NA,0.013,0.051
"LING 120C - BUMFORD, D.",0.143,0.19,0.19,0.119,0.071,0.095,0.071,0.048,0.048,0.024,NA,NA,NA
"LING 127 - KOOPMAN, H.",0.4,0.114,0.257,0.057,NA,0.086,NA,0.057,0.029,NA,NA,NA,NA
"LING 130 - LOCCIONI, N.",0.2,0.229,0.114,0.171,0.057,0.2,NA,NA,0.029,NA,NA,NA,NA
"LING 165A - SHIH, S.",0.406,0.188,0.281,0.062,NA,0.031,NA,NA,0.031,NA,NA,NA,NA
"LING 165B - SCHUTZE, C.T.",0.16,0.08,0.12,0.08,0.16,0.12,0.08,0.08,NA,0.08,0.04,NA,NA
"LING 170 - SILVESTRI, G.",0.263,0.263,0.421,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA
"LING 185A - HUNTER, T.",0.324,0.059,0.206,0.088,0.059,0.088,0.029,NA,0.029,0.029,0.029,NA,0.059
"LING 20 - RASEKHI, V.",0.229,0.125,0.375,0.104,0.021,0.069,NA,0.021,0.035,0.007,NA,NA,0.014
"LING 201A - MOORE-CANTWELL, C.",0.6,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LING 201C - SHARVIT, Y.",0.8,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LING 213C - HARRIS, J.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LING M141 - KELLEY, J.C.",0.294,0.412,NA,0.118,NA,0.176,NA,NA,NA,NA,NA,NA,NA
"M E STD M50B - BAKHOS, C.A.",0.32,0.24,0.08,0.2,0.04,0.08,NA,NA,0.04,NA,NA,NA,NA
"M PHARM 251 - WU, T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 104 - BANERJEE, A.S.",0.352,0.239,0.141,0.113,0.028,0.07,0.042,NA,0.014,NA,NA,NA,NA
"MAT SCI 104 - BESCHER, E.P.",0.082,0.163,0.041,0.286,0.061,0.204,NA,0.102,NA,NA,0.02,0.041,NA
"MAT SCI 111 - PRIKHODKO, S.",0.286,0.143,NA,0.214,NA,0.286,NA,NA,0.071,NA,NA,NA,NA
"MAT SCI 120 - XIE, Y.",0.118,0.314,0.059,0.176,0.059,0.216,0.039,NA,0.02,NA,NA,NA,NA
"MAT SCI 122 - GOORSKY, M.S.",0.381,0.19,NA,0.19,NA,0.19,NA,NA,NA,NA,NA,0.048,NA
"MAT SCI 131 - DUNN, B.S.",0.111,0.111,NA,0.267,0.089,0.222,0.133,NA,0.067,NA,NA,NA,NA
"MAT SCI 131L - POZUELO, M.",0.333,0.333,0.067,0.167,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 140A - MCENERNEY, B.",0.265,0.088,NA,0.118,0.324,0.206,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 141L - POZUELO, M.",0.476,0.143,0.048,0.143,0.048,0.143,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 143A - MARIAN, J.",0.226,0.29,0.032,0.161,0.129,0.097,NA,0.032,0.032,NA,NA,NA,NA
"MAT SCI 150 - HE, X.",0.18,0.14,0.08,0.2,0.12,0.06,0.02,0.06,0.06,0.04,NA,0.04,NA
"MAT SCI 221 - STREIT, D.C.",0.565,0.174,0.217,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 224 - BARRIE, J.D.",0.407,0.148,NA,0.074,NA,0.333,NA,NA,0.037,NA,NA,NA,NA
"MAT SCI 261 - MOSLEH, A.",0.381,0.238,0.238,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 298 - ONO, K.",0.538,0.308,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 90L - KODAMBAKA, S.",0.615,0.231,NA,0.077,NA,NA,NA,NA,NA,NA,0.077,NA,NA
"MATH 105B - DALLAS, H.J.",0.286,0.214,NA,0.143,0.071,0.143,0.071,NA,0.071,NA,NA,NA,NA
"MATH 106 - OZEL, E.",0.246,0.169,0.042,0.212,0.068,0.186,0.008,0.008,0.059,NA,NA,NA,NA
"MATH 110A - FAN, H.",0.243,0.27,0.054,0.054,0.135,0.108,0.027,0.081,NA,NA,NA,NA,0.027
"MATH 110B - RUBIN, J.L.",0.452,0.032,NA,0.097,0.065,0.161,0.065,0.032,0.032,NA,NA,NA,0.065
"MATH 110BH - ELMAN, R.S.",0.633,0.133,0.033,0.067,0.033,0.067,NA,0.033,NA,NA,NA,NA,NA
"MATH 110BH - RONCHETTI, N.",0.154,0.077,0.077,0.385,0.154,NA,0.077,NA,0.077,NA,NA,NA,NA
"MATH 115A - HEMPEL, N.",0.167,0.117,0.1,0.183,0.067,0.033,0.083,0.033,0.183,NA,NA,0.033,NA
"MATH 115A - LIU, G.",0.438,0.156,NA,0.312,NA,NA,0.094,NA,NA,NA,NA,NA,NA
"MATH 115A - MADRID PADILLA, J.",0.344,0.188,0.094,0.156,0.062,0.031,0.062,NA,0.062,NA,NA,NA,NA
"MATH 115A - ROONEY, J.H.",0.211,0.237,0.026,0.132,0.026,0.158,0.158,NA,0.026,NA,NA,NA,0.026
"MATH 115A - WHITE, N.A.",0.457,NA,NA,0.314,NA,NA,0.2,NA,NA,0.029,NA,NA,NA
"MATH 115AH - GIESEKER, D.",0.536,0.143,NA,0.071,0.071,0.071,NA,0.036,NA,NA,NA,NA,0.071
"MATH 115B - MAY, C.",0.238,0.19,0.048,0.048,0.095,0.143,NA,0.048,0.143,NA,NA,NA,0.048
"MATH 116 - HSU, C.",0.25,0.156,0.094,0.125,0.031,0.125,0.062,0.031,0.031,0.062,NA,NA,0.031
"MATH 118 - MCKENZIE, D.",0.444,0.111,0.111,0.074,NA,0.222,0.037,NA,NA,NA,NA,NA,NA
"MATH 120A - PETERSEN, P.",0.667,0.148,NA,0.074,NA,NA,0.037,NA,NA,NA,NA,NA,0.074
"MATH 121 - BROWN, R.F.",0.2,0.167,0.033,0.133,0.133,0.133,0.067,0.033,0.033,0.033,NA,NA,0.033
"MATH 131A - CLADEK, L.T.",0.343,0.2,NA,0.171,0.086,0.086,0.057,0.057,NA,NA,NA,NA,NA
"MATH 131A - ERIKSSON-BIQUE, S.",0.116,0.116,0.07,0.209,0.093,0.186,0.093,0.023,0.047,NA,0.023,NA,0.023
"MATH 131A - FILIPAZZI, S.",0.106,0.076,0.045,0.182,0.076,0.045,0.182,0.227,0.045,NA,0.015,NA,NA
"MATH 131A - GONG, S.",0.471,0.206,0.088,0.088,NA,0.118,NA,NA,NA,0.029,NA,NA,NA
"MATH 131A - NURBEKYAN, L.",0.306,0.056,0.056,0.194,0.083,0.139,0.083,NA,0.056,NA,NA,NA,0.028
"MATH 131AH - BOEDIHARDJO, M.T.",0.542,0.125,NA,0.125,NA,NA,0.083,0.083,0.042,NA,NA,NA,NA
"MATH 131B - HOFF, D.J.",0.39,0.037,NA,0.232,0.024,0.085,0.049,0.073,0.098,0.012,NA,NA,NA
"MATH 131BH - GREENFELD, R.",0.111,0.278,0.111,0.222,0.111,0.111,0.056,NA,NA,NA,NA,NA,NA
"MATH 132 - LIU, G.",0.467,0.083,NA,0.267,NA,0.067,0.05,0.05,NA,NA,NA,NA,0.017
"MATH 132H - HLUSHCHANKA, M.",0.05,0.1,0.2,0.1,0.2,0.25,0.1,NA,NA,NA,NA,NA,NA
"MATH 134 - ERIKSSON-BIQUE, S.",0.29,0.097,0.032,0.129,0.129,0.129,0.032,0.032,0.097,NA,NA,NA,0.032
"MATH 134 - SALANEVICH, P.",0.273,0.136,0.091,0.091,0.045,0.182,0.045,0.091,NA,0.045,NA,NA,NA
"MATH 134 - WINK, M.",0.444,NA,0.028,0.083,0.028,0.111,0.083,0.056,0.167,NA,NA,NA,NA
"MATH 135 - ZINN-BROOKS, L.",0.236,0.222,0.153,0.097,0.042,0.097,0.028,0.056,0.014,0.028,0.014,0.014,NA
"MATH 142 - ARANT, T.J.",0.225,0.099,0.042,0.113,0.169,0.042,0.085,0.042,0.085,0.042,NA,0.028,0.028
"MATH 146 - ELAMVAZHUTHI, K.",0.2,0.2,0.16,0.08,0.04,NA,0.04,NA,0.08,NA,NA,0.04,0.16
"MATH 151A - JAMNESHAN, A.",0.162,0.405,0.027,0.135,0.054,0.216,NA,NA,NA,NA,NA,NA,NA
"MATH 151A - TONG, J.",0.264,0.264,0.014,0.083,0.083,0.153,0.042,NA,0.083,NA,0.014,NA,NA
"MATH 151B - DEUTSCH, S.",0.405,0.149,0.081,0.108,0.027,0.189,NA,NA,0.027,0.014,NA,NA,NA
