"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"EE BIOL 120 - MC CRANEY, W.T.",0.052,0.431,0.164,0.138,0.138,0.043,0.009,0.017,NA,0.009,NA,NA,NA
"EE BIOL 123A - FONG, P.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 124A - BLUMSTEIN, D.T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 129 - GORLITSKY, L.E.",0.115,0.321,0.282,0.115,0.051,0.077,0.013,0.013,0.013,NA,NA,NA,NA
"EE BIOL 130 - DINES, J.P.",0.239,0.478,0.239,0.022,0.022,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 148 - FONG, P.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 170 - GORDON, M.S.",0.179,0.214,0.464,0.036,0.036,NA,0.036,0.036,NA,NA,NA,NA,NA
"EE BIOL 183 - LIPMAN, A.J.",NA,0.4,0.55,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 185 - MC CRANEY, W.T.",0.045,0.403,0.175,0.136,0.143,0.045,0.026,0.013,NA,NA,NA,NA,0.006
"EE BIOL 19 - NONACS, P.N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 199 - YEH, P.J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 200B - JACOBS, D.K.",0.278,0.556,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 250 - KRAFT, N.J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 297 - NONACS, P.N.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C126 - BLUMSTEIN, D.T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C172 - GARUD, N.",NA,0.333,0.4,0.067,0.133,NA,0.067,NA,NA,NA,NA,NA,NA
"EE BIOL C177 - ALFARO, M.E.",NA,0.857,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C179 - BARBER, P.H.",0.846,0.115,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C202 - GARUD, N.",0.1,0.65,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C219B - LLOYD-SMITH, J.O.",0.4,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL CM173 - JACOBS, D.K.",0.095,0.19,0.238,0.143,0.095,0.143,0.048,NA,NA,NA,NA,NA,NA
"EE BIOL M127 - ILLES, L.I.",NA,0.533,0.133,0.133,0.067,NA,NA,0.067,NA,NA,NA,0.067,NA
"EE BIOL M127L - ILLES, L.I.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL M139 - BIANCHI, D.",NA,0.263,0.211,0.316,0.053,0.105,NA,0.053,NA,NA,NA,NA,NA
"EE BIOL M157 - CAMPBELL-STATON, S",0.018,0.164,0.145,0.273,0.182,0.073,0.055,0.055,0.018,NA,NA,0.018,NA
"ENGCOMP 100W - JAURRETCHE, C.M.",NA,0.583,0.167,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 100W - MCIVER, M.L.",NA,0.81,0.095,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 100W - MCIVER, M.L. LEC 2",NA,0.75,0.083,0.042,0.042,0.042,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 130D - WEST, A.I.",0.105,0.737,0.053,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 130E - DAVIS, M.E.",NA,0.19,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 130E - WESTRUP, L.A.",NA,0.429,0.381,0.143,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 131B - HITCHNER, T.A.",NA,0.7,0.25,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 131B - HITCHNER, T.A. LEC 2",NA,0.5,0.444,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 131B - HITCHNER, T.A. LEC 3",NA,0.789,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 131B - JULIANO, L.M.",0.875,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 131B - JULIANO, L.M. LEC 5",0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 133 - MANOJLOVIC, M.",0.333,0.611,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 134 - CHRISTENSEN, T.S.",NA,0.455,0.182,0.273,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 2 - CROSBY, S.",0.111,0.556,NA,NA,0.111,NA,NA,0.167,NA,NA,NA,NA,0.056
"ENGCOMP 2 - CROSBY, S. LEC 5",0.1,0.35,NA,NA,0.25,NA,NA,0.25,NA,NA,0.05,NA,NA
"ENGCOMP 2 - MARTINEZ, A.M.",NA,0.25,0.55,0.1,0.05,0.05,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 2 - MARTINEZ, A.M. LEC 3",NA,0.4,0.333,0.067,0.067,NA,NA,NA,NA,NA,NA,NA,0.067
"ENGCOMP 2 - NEWBY, A.",0.273,0.182,0.273,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 2 - NEWBY, A. LEC 11",0.375,0.375,0.188,NA,NA,NA,NA,0.062,NA,NA,NA,NA,NA
"ENGCOMP 2 - POPHAM, S.A.",NA,0.167,NA,0.056,0.167,0.333,0.111,0.056,NA,NA,NA,NA,0.056
"ENGCOMP 3 - CREESE, R.A.",NA,0.35,0.2,0.35,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - CREESE, R.A. LEC 44",NA,0.545,0.182,0.182,0.045,0.045,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - DE, E.N.",NA,0.261,0.478,0.217,0.043,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - FRANKEL, E.P.",NA,0.476,0.238,0.19,NA,NA,0.048,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - GERRARD, L.",NA,NA,0.222,0.222,0.278,0.167,0.111,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - KIPEN, D.M.",NA,0.048,0.286,0.476,0.143,0.048,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - KIPEN, D.M. LEC 9",NA,0.105,0.526,0.263,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - LISOVSKY, K.F.",NA,0.053,0.158,0.474,0.158,0.053,0.105,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - LISOVSKY, K.F. LEC 18",NA,0.19,0.143,0.476,0.048,NA,NA,NA,NA,0.048,NA,NA,NA
"ENGCOMP 3 - MOE, M.L.",NA,0.364,0.364,0.136,0.136,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - MOE, M.L. LEC 34",NA,0.632,0.158,0.105,0.105,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON,",NA,NA,0.105,0.316,0.211,0.211,0.053,0.105,NA,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 10",NA,0.263,0.316,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 15",NA,0.3,0.25,0.2,0.15,0.1,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 21",0.056,0.5,0.056,0.167,0.111,0.056,0.056,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 36",0.05,0.25,0.25,0.15,0.05,0.05,0.1,0.05,NA,NA,NA,NA,0.05
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 37",NA,NA,0.15,0.45,NA,0.2,0.05,0.1,0.05,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 42",0.095,0.429,0.286,0.143,0.048,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - RODRIGUEZ DRISSI,",NA,0.19,0.524,0.238,NA,NA,NA,NA,NA,NA,NA,NA,0.048
"ENGCOMP 3 - STEINBERG, S.K.",NA,0.556,0.222,NA,0.056,NA,NA,0.056,NA,NA,NA,NA,NA
"ENGCOMP 3 - STEINBERG, S.K. LEC 13",NA,0.682,0.182,0.045,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - STONE, B.D.",NA,0.15,0.1,0.1,0.2,0.2,0.1,0.05,0.05,NA,0.05,NA,NA
"ENGCOMP 3D - DICKEY, D.",NA,0.167,0.083,0.5,0.083,0.167,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - DICKEY, D. LEC 8",NA,0.4,0.4,0.15,0.05,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - DICKEY, D. LEC 9",NA,0.389,0.556,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - FRETZ, R.I.",0.167,0.778,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - JOHNSON, D.",NA,0.182,0.182,0.182,0.273,0.136,NA,0.045,NA,NA,NA,NA,NA
"ENGCOMP 3D - JOHNSON, D. LEC 4",NA,0.211,0.211,0.211,0.211,0.105,NA,0.053,NA,NA,NA,NA,NA
"ENGCOMP 3D - MARTINEZ, A.M.",NA,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MATTENSON, L.M.",NA,0.381,0.286,0.238,0.095,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MATTENSON, L.M. LEC 12",NA,0.286,0.286,0.286,0.095,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MEHDIZADEH, N.",NA,0.5,0.389,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MEHDIZADEH, N. LEC 21",NA,0.545,0.409,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - RODRIGUEZ DRISSI,",0.048,0.381,0.524,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - RODRIGUEZ DRISSI, LEC 10",0.045,0.091,0.5,0.318,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - VINCENT, D.O.",0.19,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - VINCENT, D.O. LEC 22",0.048,0.857,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - VINCENT, D.O. LEC 24",0.091,0.773,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - WEST, A.I.",NA,0.286,0.238,0.143,0.238,NA,NA,0.048,NA,NA,0.048,NA,NA
"ENGCOMP 3D - WEST, A.I. LEC 23",NA,0.5,0.05,0.1,0.3,NA,0.05,NA,NA,NA,NA,NA,NA
"ENGCOMP 3E - WATSON, D.C.",NA,0.3,0.4,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0.1
"ENGCOMP 403 - KELLEY, J.C.",0.1,0.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 495N - DAVIS, M.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 495N - DAVIS, M.E. LEC 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 495N - GALVIN, M.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - CHRISTENSEN, T.S.",NA,0.25,0.4,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - FALLOWS, R.J.",NA,0.75,0.05,0.05,NA,0.1,0.05,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - FALLOWS, R.J. LEC 5",NA,0.474,NA,0.158,0.211,0.053,0.053,NA,NA,NA,NA,NA,NA
"ENGCOMP M138 - DEUEL, N.A.",0.357,0.214,0.286,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 106 - MO'E'HAHNE, H.",0.034,0.276,0.276,0.138,0.138,0.034,0.034,NA,NA,NA,NA,NA,NA
"ENGL 109 - LOOBY, C.J.",NA,0.069,0.241,0.138,0.379,0.069,0.034,NA,NA,NA,NA,NA,NA
"ENGL 10B - KAREEM, S.T.",0.163,0.385,0.163,0.067,0.125,0.029,0.01,NA,NA,NA,0.01,NA,0.038
"ENGL 10C - COHEN, M.C.",NA,0.348,0.337,0.098,0.109,0.054,0.022,NA,NA,NA,NA,NA,0.011
"ENGL 11 - DECKER, J.L.",NA,0.346,0.231,0.192,0.154,0.038,NA,NA,NA,NA,NA,NA,0.038
"ENGL 110B - ZIRULNIK, M.A.",0.25,0.5,0.083,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 110T - UNDERWOOD, B.E.",0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 118B - GALLAGHER, L.",0.143,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 122 - DELOUGHREY, E.",0.143,0.321,0.214,0.25,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"ENGL 122 - DIMURO, J.A.",NA,0.294,NA,0.235,0.059,0.294,NA,0.059,0.059,NA,NA,NA,NA
"ENGL 129 - MAKDISI, S.",0.061,0.212,0.364,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 136 - D'AGUIAR, F.M.",NA,0.923,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 136 - KEVORKIAN, K.K.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 137 - HUNEVEN, M.R.",NA,0.818,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 137 - TORRES, J.J.",NA,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 139 - GOODWIN, J.E.",NA,0.182,0.182,0.182,0.182,0.136,0.045,NA,NA,NA,NA,NA,0.045
"ENGL 139 - HORNBY, L.E.",0.067,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033
"ENGL 140A - CHISM, C.N.",0.147,0.176,0.441,0.206,0.029,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 142R - FISHER, M.N.",0.062,0.188,0.25,0.25,0.062,0.062,NA,0.062,NA,NA,NA,0.062,NA
"ENGL 145 - THOMAS, A.",0.067,0.6,0.233,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 146 - FISHER, M.N.",0.074,0.148,0.333,0.222,0.111,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 150A - WATSON, R.N.",0.033,0.167,0.433,0.133,0.133,0.067,NA,NA,NA,NA,NA,NA,NA
"ENGL 150B - DICKEY, S.J.",0.03,0.364,0.273,0.242,0.061,NA,NA,NA,NA,0.03,NA,NA,NA
"ENGL 150C - LITTLE, A.L.",0.219,0.312,0.062,0.219,0.156,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 157 - SHUGER, D.K.",0.034,0.103,0.034,0.138,0.345,0.138,0.069,0.034,NA,NA,NA,NA,NA
"ENGL 160A - DEUTSCH, H.E.",0.037,0.407,0.333,0.037,0.148,0.037,NA,NA,NA,NA,NA,NA,NA
"ENGL 163B - SANCHEZ, J.L.",NA,0.667,0.083,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 163C - STEPHAN, M.",NA,0.194,0.419,0.226,0.097,NA,0.032,NA,NA,NA,NA,NA,NA
"ENGL 164C - RAINWATER, C.S.",0.276,0.241,0.379,0.069,0.034,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 164D - SANCHEZ, J.L.",0.038,0.731,0.077,0.038,0.038,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 167A - SALWAY, M.C.",0.344,0.25,0.25,0.031,0.031,NA,NA,NA,NA,NA,NA,NA,0.031
"ENGL 170A - COLACURCIO, M.J.",NA,0.24,0.32,0.28,0.16,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 173C - MULLEN, H.R.",NA,0.786,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 174B - PEREZ-TORRES, R.",0.257,0.286,0.143,0.229,0.057,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 177 - SOLOMON, J.H.",0.281,0.469,0.062,0.125,0.031,NA,NA,NA,NA,NA,NA,NA,0.031
"ENGL 177 - STEFANS, B.K.",0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 179 - BRISTOW, J.E.",0.091,0.364,0.182,0.303,NA,0.03,NA,NA,NA,NA,NA,NA,NA
"ENGL 179 - D'AGUIAR, F.M.",NA,0.333,0.583,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 179 - HORNBY, L.E.",0.143,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036
"ENGL 179 - SELTZER, M.I.",0.133,0.333,0.267,0.133,0.133,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 181A - SELTZER, M.I.",0.083,0.417,0.083,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - ALLMENDINGER, B.",0.1,0.1,0.3,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - BRAUNMULLER, A.R.",NA,0.2,0.2,0.3,NA,NA,0.2,0.1,NA,NA,NA,NA,NA
"ENGL 184 - MOTT, C.M.",NA,0.176,0.118,0.235,0.118,0.118,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - ROWE, K.E.",0.3,0.2,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 19 - KESSLER, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 19 - STEFANS, B.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 19 - THOMAS, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 195CE - DIMURO, J.A.",NA,0.714,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 20W - GOYAL, Y.",NA,0.762,0.143,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 20W - GOYAL, Y. LEC 2",0.105,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 375 - GOYAL, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y.",NA,0.167,0.167,NA,0.333,NA,0.056,0.111,NA,NA,NA,NA,0.056
"ENGL 4W - GOYAL, Y. LEC 10",NA,0.667,0.056,0.222,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 11",0.111,0.222,0.444,NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 3",NA,0.526,0.263,0.158,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 4",0.111,0.222,0.222,0.389,0.056,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 5",NA,0.609,0.217,0.043,0.087,NA,0.043,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 6",NA,0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 7",0.05,0.15,0.65,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 8",NA,0.263,0.474,0.053,0.105,0.105,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 9",NA,0.333,0.067,0.133,0.2,0.067,0.133,0.067,NA,NA,NA,NA,NA
"ENGL 4WS - GOYAL, Y.",0.067,0.6,0.267,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4WS - GOYAL, Y. LEC 2",NA,0.647,0.118,0.176,0.059,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 596 - SHARPE, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 80 - HYDE, C.L.",NA,0.56,0.307,0.093,0.013,NA,0.013,0.013,NA,NA,NA,NA,NA
"ENGL 91A - DICKEY, S.J.",0.066,0.25,0.276,0.118,0.145,0.066,NA,0.013,0.013,NA,NA,NA,0.026
"ENGL 91C - NORTH, M.A.",NA,0.308,0.327,0.096,0.115,0.019,0.019,NA,NA,NA,NA,NA,NA
"ENGL 98TA - MCHUGH, K.A.",NA,0.6,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067
"ENGL M102B - CHEUNG, K.",NA,0.211,0.263,0.211,0.158,0.053,0.105,NA,NA,NA,NA,NA,NA
"ENGL M104B - YARBOROUGH, R.A.",NA,0.625,0.25,0.062,0.062,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M104E - UNDERWOOD, B.E.",NA,0.615,0.231,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M105C - PEREZ-TORRES, R.",0.385,0.538,0.038,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M118F - HALL, S.C.",NA,0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - HUNEVEN, M.R.",NA,0.833,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - MELZER, S.E.",0.273,0.273,0.273,0.091,0.091,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - SIMPSON, M.E.",NA,0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - SNELSON, D.S.",0.385,0.538,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M192 - WILSON, R.",0.045,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M50 - MCHUGH, K.A.",NA,0.81,0.143,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 110 - BULU-TACIROGLU, M.",0.351,0.344,0.185,0.06,0.013,0.026,NA,0.013,0.007,NA,NA,NA,NA
"ENGR 111 - BULU-TACIROGLU, M.",0.213,0.31,0.213,0.135,0.058,0.026,0.026,0.006,0.006,NA,NA,NA,0.006
"ENGR 160 - ROSTAMIAN, F.D.",0.029,0.176,0.176,0.412,0.118,0.088,NA,NA,NA,NA,NA,NA,NA
"ENGR 163 - ROSTAMIAN, F.D.",0.053,0.158,0.158,0.526,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 183EW - BROWNE, D.G.",0.02,0.83,0.085,0.046,0.013,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 185EW - BROWNE, D.G.",0.058,0.628,0.215,0.066,0.033,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 195 - WESEL, R.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 2 - VILLASENOR, J.D.",0.067,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 200 - LACKMAN, L.M.",NA,0.531,0.344,0.062,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"ENGR 200 - MANGAL, V.",NA,0.333,0.5,0.1,0.067,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 204 - KUNG, K.C.",0.125,0.708,0.042,0.083,0.042,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 212 - LICHTMAN, D.G.",NA,0.421,0.316,0.211,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 23 - HERRERA, W.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 24 - HERRERA, W.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J. LEC 2",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J. LEC 3",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J. LEC 4",0.875,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J. LEC 5",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96E - SCHMIDT, J.J.",0.389,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96G - SCHMIDT, J.J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96R - SCHMIDT, J.J.",0.056,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT 100 - COLE, B.L.",0.333,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT 230B - KRAUSE, N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT C200B - COLE, B.L.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT C252D - ZHU, Y.",0.077,0.462,0.154,0.077,0.077,0.077,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 10 - GARRISON, N.J.",0.145,0.193,0.234,0.234,0.069,0.048,0.034,0.021,0.007,NA,NA,0.007,0.007
"ENVIRON 150 - CHRISTENSEN, J.A.",0.096,0.41,0.373,0.024,0.036,NA,0.024,0.012,NA,NA,0.012,0.012,NA
"ENVIRON 180B - GARRISON, N.J.",0.028,0.722,0.222,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 185B - MAIDA, C.A.",0.207,0.69,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 185C - MAIDA, C.A.",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 188B - DEAN, J.H.",NA,0.533,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 188B - SHIPE, R.F.",NA,0.969,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 193 - NORDBY, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 277 - RAJAGOPAL, D.",NA,0.778,0.204,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M109 - XUE, Y.",0.056,0.722,NA,0.111,0.111,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M153 - BARDACKE, T.M.",NA,0.931,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M167 - KOSLOV, E.C.",0.383,0.417,0.083,0.033,NA,0.017,NA,0.017,NA,NA,NA,NA,NA
