"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"ENGCOMP 134 - WATSON, D.C.",0.684,0.105,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053
"ENGCOMP 137 - HARTENBERGER, L.A.",0.571,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 2 - MARTINEZ, A.M.",0.8,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,0.05
"ENGCOMP 2I - SHERWOOD, L.A.",0.071,0.286,NA,0.071,NA,0.429,NA,0.071,NA,NA,NA,NA,0.071
"ENGCOMP 3 - CREESE, R.A.",0.412,0.235,0.059,0.118,0.059,0.118,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - CROSBY, S.",0.762,NA,0.143,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - CROSBY, S. LEC 9",0.591,NA,0.318,0.045,NA,NA,0.045,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - HARTENBERGER, L.A.",0.619,0.286,NA,NA,0.048,0.048,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - HARTENBERGER, L.A. LEC 3",0.526,0.158,0.105,0.053,0.053,0.105,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - MOE, M.L.",0.706,0.118,NA,NA,NA,0.059,NA,NA,0.059,NA,NA,NA,0.059
"ENGCOMP 3 - MOE, M.L. LEC 13",0.409,0.273,0.091,0.091,NA,0.136,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - POPHAM, S.A.",0.143,NA,NA,0.143,0.071,NA,0.214,NA,0.071,0.071,NA,0.143,0.143
"ENGCOMP 3 - POPHAM, S.A. LEC 20",0.077,NA,NA,0.077,0.077,NA,0.231,NA,NA,NA,NA,0.385,0.154
"ENGCOMP 3 - PRESCOTT-JOHNSON,",0.053,0.421,NA,0.105,0.053,0.368,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 16",0.263,0.526,NA,0.053,NA,NA,NA,NA,NA,NA,NA,0.105,0.053
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 21",0.15,0.15,NA,0.55,0.05,0.05,NA,0.05,NA,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 24",0.474,0.316,NA,0.053,NA,0.053,0.053,NA,0.053,NA,NA,NA,NA
"ENGCOMP 3 - STONE, B.D.",0.222,0.111,NA,0.111,NA,NA,0.222,NA,0.333,NA,NA,NA,NA
"ENGCOMP 3D - MATTENSON, L.M.",0.65,0.15,NA,0.05,0.05,0.1,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - NEWBY, A.",0.389,0.056,0.389,NA,0.056,0.056,NA,NA,NA,NA,NA,NA,0.056
"ENGCOMP 3D - NEWBY, A. LEC 11",0.316,NA,0.632,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - NEWBY, A. LEC 12",0.474,0.053,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - RODRIGUEZ DRISSI,",0.263,0.316,0.211,NA,NA,0.105,NA,NA,0.053,NA,NA,NA,0.053
"ENGCOMP 3D - VINCENT, D.O.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 402 - WESTRUP, L.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - GOODWIN, J.",0.765,NA,0.059,NA,NA,0.059,0.059,NA,0.059,NA,NA,NA,NA
"ENGCOMP 5W - GOODWIN, J. LEC 4",0.722,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - MEHDIZADEH, N.",0.944,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - STEINBERG, S.K.",0.95,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - STEINBERG, S.K. LEC 2",0.944,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - SUSSMAN, D.B.",0.684,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 6W - LISOVSKY, K.F.",0.55,0.35,0.05,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 6W - LISOVSKY, K.F. LEC 2",0.667,0.25,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP M138 - KIPEN, D.M.",0.133,0.6,0.067,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"ENGL 10A - WEAVER, E.M.",0.396,0.319,NA,0.11,0.011,0.132,NA,NA,NA,NA,NA,0.011,0.022
"ENGL 10C - BRISTOW, J.E.",0.416,0.351,0.013,NA,NA,0.182,0.013,NA,0.013,NA,NA,NA,0.013
"ENGL 11 - GOYAL, Y.",0.538,0.308,0.038,0.038,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"ENGL 110C - STEPHAN, M.",0.182,0.409,NA,0.045,0.045,0.273,0.045,NA,NA,NA,NA,NA,NA
"ENGL 111A - MANIQUIS, R.M.",0.192,0.115,0.038,0.231,0.038,0.231,0.077,NA,0.038,NA,NA,NA,0.038
"ENGL 118E - HALL, S.C.",0.514,0.114,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 119 - JAURRETCHE, C.M.",0.964,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"ENGL 121 - HUEHLS, M.A.",0.257,0.171,0.486,NA,0.029,NA,0.029,0.029,NA,NA,NA,NA,NA
"ENGL 122 - ZIRULNIK, M.A.",0.458,0.458,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 131 - DELOUGHREY, E.",0.778,0.074,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 134 - GOYAL, Y.",0.2,0.033,0.633,NA,NA,0.067,NA,NA,NA,NA,NA,NA,0.067
"ENGL 136 - WILSON, R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 137 - HUNEVEN, M.R.",0.667,0.083,0.083,0.083,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"ENGL 137 - SIMPSON, M.E.",0.615,0.077,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 139 - DIMURO, J.A.",0.471,0.176,NA,NA,0.059,0.059,NA,0.059,0.059,0.059,NA,NA,0.059
"ENGL 139 - STEFANS, B.K.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 140A - JAGER, E.",0.795,NA,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 148 - CHISM, C.N.",0.688,0.094,0.094,NA,NA,0.031,NA,NA,NA,NA,NA,NA,0.094
"ENGL 149 - CHISM, C.N.",0.448,0.103,0.276,NA,NA,0.172,NA,NA,NA,NA,NA,NA,NA
"ENGL 150B - MCEACHERN, C.",0.235,0.118,0.029,0.294,0.147,0.029,0.029,NA,0.059,0.029,NA,NA,0.029
"ENGL 150C - LITTLE, A.L.",0.211,0.368,0.053,0.158,0.105,0.105,NA,NA,NA,NA,NA,NA,NA
"ENGL 151 - MCEACHERN, C.",0.3,0.167,0.033,0.233,0.167,0.1,NA,NA,NA,NA,NA,NA,NA
"ENGL 157 - GERBER, A.",0.424,0.121,NA,0.242,0.03,0.182,NA,NA,NA,NA,NA,NA,NA
"ENGL 162B - NERSESSIAN, A.J.",0.525,0.25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025
"ENGL 164B - RAINWATER, C.S.",0.433,0.2,0.333,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA
"ENGL 166B - SALWAY, M.C.",0.212,0.182,0.545,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA
"ENGL 166C - SALWAY, M.C.",0.182,0.091,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 167A - COHEN, M.C.",0.2,0.367,NA,0.1,0.033,0.233,NA,NA,NA,NA,NA,NA,0.067
"ENGL 170A - DIMURO, J.A.",0.2,0.4,0.25,NA,NA,0.1,0.05,NA,NA,NA,NA,NA,NA
"ENGL 173B - YENSER, S.I.",0.2,NA,NA,0.067,0.133,0.067,0.2,0.067,0.067,0.133,NA,NA,0.067
"ENGL 174B - SOLOMON, J.H.",0.606,0.03,0.212,0.061,NA,0.061,NA,NA,0.03,NA,NA,NA,NA
"ENGL 177 - GROSSMAN, J.H.",0.379,0.138,NA,0.138,NA,0.31,NA,NA,0.034,NA,NA,NA,NA
"ENGL 177 - SOLOMON, J.H.",0.545,0.091,0.212,0.03,0.03,0.03,NA,NA,0.061,NA,NA,NA,NA
"ENGL 177 - ZIRULNIK, M.A.",0.793,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 181A - SELTZER, M.I.",0.455,0.091,0.364,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"ENGL 181B - MANIQUIS, R.M.",0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 182B - GERBER, A.",0.417,0.333,NA,0.167,NA,NA,NA,0.083,NA,NA,NA,NA,NA
"ENGL 182F - HUNEVEN, M.R.",0.364,0.273,0.182,0.091,NA,NA,NA,NA,0.091,NA,NA,NA,NA
"ENGL 183B - COLACURCIO, M.J.",0.3,0.5,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - BRISTOW, J.E.",0.7,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - DELOUGHREY, E.",0.714,0.143,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071
"ENGL 184 - SALWAY, M.C.",0.286,0.071,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - SIMPSON, M.E.",0.667,NA,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067
"ENGL 184 - WANG, X.",0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 191H - DEUTSCH, H.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 191H - STEPHAN, M.",0.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 195CE - DIMURO, J.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 20W - GOYAL, Y.",0.526,NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 259 - REINHARD, K.",0.818,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4HW - GOYAL, Y.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y.",0.692,0.077,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 10",0.25,0.4,0.1,0.1,NA,0.05,NA,0.05,0.05,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 11",0.15,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 12",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 14",0.857,NA,NA,0.095,0.048,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 15",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 2",0.65,0.3,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 3",0.75,0.15,0.05,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 4",0.958,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 5",0.722,0.222,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 6",0.55,0.25,NA,0.05,NA,0.15,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 7",0.222,0.056,0.111,0.111,0.167,0.278,0.056,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 9",0.9,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4WS - GOYAL, Y.",0.81,0.143,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"ENGL 87 - LOOBY, C.J.",0.2,0.2,NA,0.3,0.1,0.2,NA,NA,NA,NA,NA,NA,NA
"ENGL 88M - HALL, S.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 90 - WATSON, R.N.",0.304,0.391,NA,0.043,0.043,0.174,NA,0.043,NA,NA,NA,NA,NA
"ENGL M104B - STREETER, C.A.",0.708,0.167,NA,0.042,NA,0.042,NA,NA,0.042,NA,NA,NA,NA
"ENGL M104E - MCMILLAN, U.G.",0.1,0.5,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"ENGL M107A - RAINWATER, C.S.",0.478,0.261,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - STEFANS, B.K.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - WILSON, R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M191B - PEREZ-TORRES, R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M192 - WILSON, R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M30 - CARRUTH, A.B.",0.03,0.045,0.909,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 111 - BULU-TACIROGLU, M.",0.688,0.232,0.007,0.014,0.007,0.051,NA,NA,NA,NA,NA,NA,NA
"ENGR 112 - GRIMM, S.",0.167,0.25,0.167,0.125,0.042,0.125,0.042,0.042,0.042,NA,NA,NA,NA
"ENGR 180 - KUNG, K.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 183EW - BROWNE, D.G.",0.867,0.039,0.055,0.016,NA,NA,0.023,NA,NA,NA,NA,NA,NA
"ENGR 185EW - BROWNE, D.G.",0.748,0.058,0.097,0.039,0.01,0.019,0.029,NA,NA,NA,NA,NA,NA
"ENGR 202 - HECHT, M.J.",0.963,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 210 - AHMADI, J.H.",0.667,0.2,0.067,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"ENGR 214 - MCCANN, R.M.",0.636,0.091,NA,0.045,NA,0.227,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J.",0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96C - KAISER, W.J.",0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT 100 - COLLINS, M.D.",0.132,0.25,NA,0.265,0.029,0.265,0.015,0.015,0.029,NA,NA,NA,NA
"ENV HLT C200C - JERRETT, M.L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT C240 - COLLINS, M.D.",0.217,0.217,0.043,0.304,NA,0.217,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 175 - BARRECA, A.I.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 180C - GARRISON, N.J.",0.648,0.113,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 185B - MAIDA, C.A.",0.185,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 185C - MAIDA, C.A.",0.067,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 188B - SHIPE, R.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 297B - COLGAN, D.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON C159 - RAJAGOPAL, D.",0.323,0.387,0.032,0.129,0.032,0.097,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M111 - LEW, J.K.",0.9,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M133 - BARGHEER, S.",0.578,0.378,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M242 - CARRUTH, A.B.",0.9,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M30 - CARRUTH, A.B.",0.115,NA,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 200C - NIANOGO, R.A.",0.333,0.259,0.111,0.037,NA,0.222,0.037,NA,NA,NA,NA,NA,NA
"EPIDEM 215 - JEON, C.Y.",0.643,0.214,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 227 - DETELS, R.",0.562,0.125,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 240 - WONG, N.D.",0.25,0.312,NA,0.125,NA,0.312,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 241 - CHEN, L.",0.444,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 249 - BAILEY, J.N.",0.528,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 270 - GORBACH, P.M.",0.857,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 401 - SEAMANS, M.J.",0.5,0.192,0.192,NA,NA,0.115,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 404 - SMITH, L.V.",0.742,NA,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 407B - NISHI, A.",0.455,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 111 - DAY, M.D.",0.538,0.154,NA,0.077,NA,0.231,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 119 - LITHGOW-BERTELLON1",0.355,0.323,0.194,0.032,NA,0.097,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 121 - YIN, A. 1",0.3,0.1,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 133 - HARRISON, M. 1",0.111,0.167,NA,0.056,0.111,0.167,0.111,0.111,0.167,NA,NA,NA,NA
"EPS SCI 136C - PAIGE, D.A. 1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 15 - JEWITT, D.C.",0.262,0.105,0.396,0.075,0.033,0.08,0.013,0.013,0.01,0.005,0.003,0.003,0.003
"EPS SCI 155 - SCHLICHTING, H.E. 1",0.385,0.077,0.385,0.077,0.077,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 17 - BROWN, C.A.",0.329,0.088,0.375,0.06,0.004,0.102,0.014,0.004,0.011,NA,0.004,NA,0.011
"EPS SCI 8 - BEGHEIN, C.",0.417,0.083,0.333,0.083,0.083,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 9 - STIXRUDE, L.P.",0.479,0.096,0.234,0.032,0.021,0.074,0.011,0.011,0.011,0.032,NA,NA,NA
"EPS SCI C113 - TRIPATI, A.K.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI C179 - MARGOT, J. 1",0.565,0.261,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESL 301 - HUALPA, L.D.",0.333,0.333,NA,0.167,0.167,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 143 - POURJAVADY, A.H.",0.517,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161B - WENTEN, I.N.",0.917,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161H - WIMBOPRASETYO, D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161K - GUZMAN, J.A.",0.333,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161L - ARABIFARD, M.",0.907,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161L - HADADI, P.A.",0.077,NA,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161L - POURJAVADY, A.H.",0.1,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161M - ADLER, S.I.",0.438,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 161P - TUNSTALL, J.D.",0.409,NA,0.545,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 168A - LI, C.",0.905,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 168F - KAUSHAL, A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 168F - KAUSHAL, A. LEC 3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 168F - NEUMAN, R.D.",0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 168O - VARIMEZOV, I.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 20B - BEKEN, M.N.",0.227,0.273,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 45 - CATLIN, A.R.",0.129,0.029,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 5 - KLIGMAN, M.L.",0.938,NA,NA,0.031,0.016,0.016,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 68A - LI, C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS 91B - WENTEN, I.N.",0.9,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETHNMUS M108A - PACHECO, V.",0.454,0.05,0.462,0.017,NA,NA,0.008,NA,NA,NA,NA,NA,0.008
"ETHNMUS M12B - KEYES, C.L.",0.364,0.273,0.061,0.152,NA,0.091,0.03,0.03,NA,NA,NA,NA,NA
"FILIPNO 3 - DOMINGO, N.P.",0.814,0.034,0.068,0.017,0.017,0.051,NA,NA,NA,NA,NA,NA,NA
"FILM TV 102C - ANDERSON, S.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 106C - EKANAYAKE, A.",0.6,0.29,0.02,0.01,NA,0.06,NA,NA,0.01,NA,NA,NA,0.01
"FILM TV 10A - SAMPSON, B.N.",0.475,0.141,0.152,0.081,NA,0.111,0.01,0.01,0.01,NA,NA,NA,0.01
"FILM TV 112 - WUEST, B.G.",0.544,0.184,0.194,0.01,NA,0.058,NA,NA,NA,NA,NA,NA,0.01
"FILM TV 122D - SMALLEY, K.L.",0.368,0.056,0.56,NA,0.008,0.008,NA,NA,NA,NA,NA,NA,NA
"FILM TV 122E - NUSE, D.",0.082,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 122M - WAGMISTER, C.",0.5,0.071,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 122N - BECK, J.A.",0.069,0.078,0.767,0.026,NA,0.043,0.009,NA,0.009,NA,NA,NA,NA
"FILM TV 134 - GRIFFIN, N.E.",0.909,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"FILM TV 134 - GRIFFIN, N.E. LEC 2",0.889,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 146 - BOYLE, B.",0.5,0.409,NA,0.023,NA,0.045,NA,NA,0.023,NA,NA,NA,NA
"FILM TV 183C - LIEBING, H.",0.064,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 194 - LIEBING, H.",0.176,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 1C - MCDONALD, W.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 205 - ANDERSON, S.F.",0.72,0.08,0.16,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 213 - SCOTT, E.",0.889,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 216 - LANDIS, D.N.",0.526,0.105,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 219 - HAMMER, R.",0.8,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 290C - NUNAN, T.A.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 294A - BOYLE, D.E.",0.583,0.167,NA,0.167,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"FILM TV 294C - KINBERG, M.H.",0.471,0.353,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 295C - MCDERMOTT, D.J.",0.905,NA,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - BUCKLEY, N.L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - FARBER, S.E.",0.6,0.333,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - FINELL, M.A.",0.917,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - JOHNSON, S.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - NAGY, P.A.",0.824,NA,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - ROSMAN, M.E.",0.789,0.158,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - STRAUSS, J.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - VAN DYK, R.R.",0.571,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 298A - WILLIS, H.L.",0.917,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 33 - VOORHEES, L.",0.203,0.032,0.747,NA,NA,0.009,0.005,NA,0.005,NA,NA,NA,NA
"FILM TV 4 - TRICE, J.N.",0.156,0.037,0.711,0.018,0.005,0.041,0.018,NA,0.009,NA,0.005,NA,NA
"FILM TV 404 - CANNON, P.J.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 405 - MEDOW, Z.D.",0.545,0.091,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 407 - FLANAGAN, K.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM TV 408B - SMALLEY, K.L.",0.583,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
