"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"ENGCOMP 2I - SHERWOOD, L.A. LEC 2",NA,0.5,0.3,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA
"ENGCOMP 3 - AUGER-ZIVIC, C.",NA,0.333,0.095,0.048,0.143,0.095,0.143,0.048,0.048,NA,NA,NA,NA
"ENGCOMP 3 - CHRISTENSEN, T.S.",NA,0.1,0.3,0.3,0.2,0.05,NA,0.05,NA,NA,NA,NA,NA
"ENGCOMP 3 - CHRISTENSEN, T.S. LEC 48",NA,0.25,0.3,0.35,0.05,0.05,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - CHRISTENSEN, T.S. LEC 50",NA,0.048,0.381,0.286,0.19,NA,NA,0.095,NA,NA,NA,NA,NA
"ENGCOMP 3 - CREESE, R.A.",NA,0.545,0.182,0.182,NA,0.045,NA,NA,0.045,NA,NA,NA,NA
"ENGCOMP 3 - CREESE, R.A. LEC 29",NA,0.364,0.227,0.273,0.045,0.045,NA,NA,NA,NA,NA,NA,0.045
"ENGCOMP 3 - CREESE, R.A. LEC 30",NA,0.318,0.318,0.227,0.091,0.045,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - DE, E.N.",0.045,0.318,0.455,0.091,0.091,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - DEUEL, N.A.",0.136,0.409,0.091,0.136,0.136,NA,0.045,0.045,NA,NA,NA,NA,NA
"ENGCOMP 3 - DICKEY, D.",0.364,0.364,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - FALLOWS, R.J.",NA,0.476,0.143,0.19,0.095,0.095,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - FALLOWS, R.J. LEC 14",NA,0.409,0.182,0.091,0.182,0.045,0.091,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - FALLOWS, R.J. LEC 15",NA,0.364,0.227,0.136,0.136,0.091,0.045,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - FRANKEL, E.P.",NA,0.409,0.273,0.182,0.091,0.045,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - GERRARD, L.",NA,NA,0.316,0.368,0.158,0.158,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - JAURRETCHE, C.M.",NA,0.333,0.524,0.048,0.048,0.048,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - JAURRETCHE, C.M. LEC 32",NA,0.455,0.227,0.227,0.045,NA,NA,NA,NA,NA,NA,0.045,NA
"ENGCOMP 3 - JOHNSON, D.",NA,0.095,0.048,0.476,0.238,0.048,NA,0.095,NA,NA,NA,NA,NA
"ENGCOMP 3 - JULIANO, L.M.",0.227,0.364,0.227,0.045,0.045,0.045,NA,0.045,NA,NA,NA,NA,NA
"ENGCOMP 3 - KIPEN, D.M.",NA,0.182,0.5,0.227,0.045,NA,NA,0.045,NA,NA,NA,NA,NA
"ENGCOMP 3 - KIPEN, D.M. LEC 44",NA,0.045,0.591,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - KIPEN, D.M. LEC 46",NA,0.095,0.619,0.238,0.048,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - MAASIK, S.",NA,NA,0.238,0.19,0.19,0.048,0.095,0.19,0.048,NA,NA,NA,NA
"ENGCOMP 3 - MAASIK, S. LEC 27",NA,0.19,0.381,0.238,0.143,NA,0.048,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - MAASIK, S. LEC 51",NA,0.364,0.273,0.318,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - MOE, M.L.",0.048,0.619,0.19,0.095,NA,NA,0.048,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - MOE, M.L. LEC 23",0.182,0.318,0.227,0.182,0.045,NA,NA,NA,NA,NA,NA,NA,0.045
"ENGCOMP 3 - POPHAM, S.A.",NA,0.167,0.056,0.111,0.333,NA,0.056,0.111,NA,0.111,NA,NA,NA
"ENGCOMP 3 - POPHAM, S.A. LEC 11",NA,NA,NA,0.25,0.25,0.125,0.125,0.062,NA,0.188,NA,NA,NA
"ENGCOMP 3 - POPHAM, S.A. LEC 12",NA,NA,0.056,0.167,0.222,0.167,0.111,NA,0.056,0.222,NA,NA,NA
"ENGCOMP 3 - PRESCOTT, T.L.",NA,0.19,0.429,0.286,0.048,NA,NA,0.048,NA,NA,NA,NA,NA
"ENGCOMP 3 - RODRIGUEZ DRISSI,",NA,0.333,0.429,0.143,0.048,NA,0.048,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - STEINBERG, S.K.",0.045,0.409,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - STEINBERG, S.K. LEC 35",NA,0.5,0.273,0.045,0.136,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - STEINBERG, S.K. LEC 36",NA,0.545,0.227,NA,0.136,NA,NA,0.045,NA,NA,NA,NA,NA
"ENGCOMP 3 - STONE, B.D.",NA,0.2,0.2,0.15,0.25,0.15,NA,NA,NA,0.05,NA,NA,NA
"ENGCOMP 3 - STONE, B.D. LEC 38",NA,0.143,0.143,0.143,0.143,0.286,0.095,0.048,NA,NA,NA,NA,NA
"ENGCOMP 3 - SUSSMAN, D.B.",NA,0.636,0.273,0.045,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - SUSSMAN, D.B. LEC 19",NA,0.476,0.333,0.143,NA,NA,NA,NA,NA,NA,NA,NA,0.048
"ENGCOMP 3 - VINCENT, D.O.",0.143,0.714,0.095,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - FRETZ, R.I.",0.05,0.55,0.35,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - JOHNSON, D.",NA,0.25,0.25,0.3,0.1,0.05,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - JOHNSON, D. LEC 13",NA,0.136,0.318,0.455,0.045,NA,NA,NA,NA,NA,NA,NA,0.045
"ENGCOMP 3D - JULIANO, L.M.",0.455,0.273,0.182,0.045,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - JULIANO, L.M. LEC 9",0.455,0.136,0.227,0.136,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MATTENSON, L.M.",NA,0.182,0.545,0.182,0.045,NA,0.045,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MATTENSON, L.M. LEC 14",NA,0.227,0.364,0.364,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MATTENSON, L.M. LEC 17",NA,0.19,0.286,0.286,0.095,NA,0.143,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MEHDIZADEH, N.",NA,0.227,0.273,0.455,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MEHDIZADEH, N. LEC 19",NA,0.182,0.409,0.273,0.045,0.045,NA,NA,NA,NA,NA,NA,0.045
"ENGCOMP 3D - RODRIGUEZ DRISSI,",NA,0.318,0.5,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - RODRIGUEZ DRISSI, LEC 21",NA,0.143,0.524,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - VINCENT, D.",0.136,0.818,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - VINCENT, D. LEC 15",0.136,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - WESTRUP, L.A.",NA,0.333,0.476,0.048,0.143,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3E - WATSON, D.C.",NA,0.227,0.455,0.273,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3E - WATSON, D.C. LEC 2",NA,0.227,0.636,0.091,NA,NA,NA,NA,0.045,NA,NA,NA,NA
"ENGCOMP 401 - WESTRUP, L.A.",0.308,0.615,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 495E - MANOJLOVIC, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 495E - MANOJLOVIC, M. LEC 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 495M - DAVIS, M.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 495M - GALVIN, M.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 495M - GALVIN, M.E. LEC 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 100 - CHEUNG, K.",NA,0.208,0.389,0.236,0.097,0.042,NA,NA,NA,NA,NA,NA,0.014
"ENGL 106 - MO'E'HAHNE, H.",0.235,0.471,0.088,0.059,0.029,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 108 - STREETER, C.A.",0.121,0.545,0.273,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 109 - CHEUNG, K.",NA,0.1,0.167,0.2,0.133,0.167,0.1,0.033,0.067,NA,NA,NA,0.033
"ENGL 10A - MCEACHERN, C.",NA,0.14,0.224,0.187,0.187,0.131,0.037,0.028,0.037,0.009,NA,0.009,0.009
"ENGL 10B - MAKDISI, S.",0.055,0.319,0.187,0.209,0.066,0.055,0.044,0.011,0.022,NA,NA,NA,0.033
"ENGL 110A - STEPHAN, M.",NA,0.105,0.316,0.316,0.211,NA,NA,NA,NA,NA,NA,NA,0.053
"ENGL 115D - ALLMENDINGER, B.",NA,0.212,0.364,0.061,0.061,0.182,0.091,0.03,NA,NA,NA,NA,NA
"ENGL 118A - HYDE, C.L.",0.067,0.4,0.3,0.133,0.033,0.033,0.033,NA,NA,NA,NA,NA,NA
"ENGL 118E - HALL, S.C.",0.214,0.321,0.25,0.143,0.036,NA,NA,NA,0.036,NA,NA,NA,NA
"ENGL 119 - HUEHLS, M.A.",0.037,0.296,0.259,0.111,0.185,NA,0.111,NA,NA,NA,NA,NA,NA
"ENGL 119 - MAKDISI, S.",NA,0.667,0.214,0.024,0.024,0.024,0.024,0.024,NA,NA,NA,NA,NA
"ENGL 120 - HUEHLS, M.A.",0.069,0.276,0.138,0.103,0.207,0.207,NA,NA,NA,NA,NA,NA,NA
"ENGL 122 - KAREEM, S.T.",0.034,0.517,0.379,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 122 - ZIRULNIK, M.A.",NA,0.286,0.286,0.286,NA,0.071,NA,0.071,NA,NA,NA,NA,NA
"ENGL 130 - KORNBERG-WEISS, M.",NA,0.111,0.5,0.167,0.111,NA,NA,0.056,NA,NA,NA,NA,NA
"ENGL 132 - BEHDAD, A.",0.182,0.636,0.091,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 136 - KEVORKIAN, K.K.",NA,0.8,NA,NA,0.1,NA,NA,0.1,NA,NA,NA,NA,NA
"ENGL 136 - MULLEN, H.R.",NA,0.833,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 137 - D'AGUIAR, F.M.",NA,0.846,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 137 - TORRES, J.J.",NA,0.818,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 139 - STEPHAN, M.",NA,0.25,0.179,0.286,0.179,NA,NA,0.036,0.036,NA,NA,NA,0.036
"ENGL 140A - GERBER, A.",NA,0.154,0.077,0.231,0.154,0.077,0.154,NA,0.077,NA,NA,NA,NA
"ENGL 140B - FISHER, M.N.",NA,0.077,0.231,0.192,0.231,0.038,0.115,NA,NA,NA,NA,NA,0.038
"ENGL 141B - WEAVER, E.M.",NA,0.5,0.25,0.062,0.125,0.062,NA,NA,NA,NA,NA,NA,NA
"ENGL 142 - THOMAS, A.",0.083,0.333,0.25,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 144 - GERBER, A.",NA,0.3,0.233,NA,0.333,NA,0.067,0.033,0.033,NA,NA,NA,NA
"ENGL 150A - DICKEY, S.J.",NA,0.212,0.303,0.242,0.182,NA,0.061,NA,NA,NA,NA,NA,NA
"ENGL 150B - WATSON, R.N.",0.031,0.219,0.344,0.094,0.156,0.094,0.031,NA,0.031,NA,NA,NA,NA
"ENGL 150C - BRAUNMULLER, A.R.",NA,0.222,0.167,0.222,0.167,NA,0.111,0.056,NA,NA,NA,NA,0.056
"ENGL 151 - SHUGER, D.K.",NA,0.25,0.167,0.167,0.042,0.083,0.083,0.083,NA,NA,NA,NA,NA
"ENGL 161C - KAREEM, S.T.",0.032,0.355,0.226,0.29,0.097,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 162A - SANCHEZ, J.L.",NA,0.545,0.227,NA,0.136,NA,NA,0.045,NA,NA,NA,NA,NA
"ENGL 164C - DIMURO, J.A.",NA,0.038,0.115,0.269,0.231,0.077,0.115,NA,0.077,0.038,0.038,NA,NA
"ENGL 166A - SILVA, C.S.",NA,0.233,0.333,0.3,0.133,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 166C - COLACURCIO, M.J.",0.048,0.095,0.333,0.19,0.19,0.048,NA,0.048,NA,NA,NA,NA,NA
"ENGL 167B - BECK, B.S.",NA,NA,0.625,0.25,0.125,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 170A - SALWAY, M.C.",0.207,0.517,0.103,0.103,0.069,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 175 - SOLOMON, J.H.",0.25,0.429,0.071,NA,0.143,NA,0.071,NA,NA,NA,NA,NA,NA
"ENGL 177 - SOLOMON, J.H.",0.296,0.444,0.111,0.037,0.074,NA,NA,NA,NA,NA,NA,NA,0.037
"ENGL 181A - DIMURO, J.A.",NA,0.182,0.273,NA,0.273,0.273,NA,NA,NA,NA,NA,NA,NA
"ENGL 181B - ROTHBERG, M.P.",NA,0.5,0.214,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 181C - WEAVER, E.M.",0.077,0.231,0.154,0.077,0.154,0.308,NA,NA,NA,NA,NA,NA,NA
"ENGL 182B - DICKEY, S.J.",0.231,0.154,0.462,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 183B - COLACURCIO, M.J.",NA,0.357,0.214,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - DECKER, J.L.",NA,0.6,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - MCEACHERN, C.",NA,0.25,0.25,0.083,0.083,0.167,0.167,NA,NA,NA,NA,NA,NA
"ENGL 184 - SANCHEZ, J.L.",0.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 19 - KESSLER, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 19 - THOMAS, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 195CE - DIMURO, J.A.",NA,0.562,0.125,0.062,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"ENGL 200 - COHEN, M.C.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 203 - SNELSON, D.S.",NA,0.923,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 20W - GOYAL, Y.",NA,0.857,0.095,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"ENGL 20W - GOYAL, Y. LEC 2",0.381,0.524,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048
"ENGL 246 - FUCHS, B.",NA,0.357,0.286,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 375 - GOYAL, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y.",NA,0.278,0.111,0.111,0.222,NA,NA,0.167,NA,NA,0.056,NA,0.056
"ENGL 4W - GOYAL, Y. LEC 10",NA,0.167,0.389,0.167,0.167,NA,NA,0.056,NA,NA,NA,NA,0.056
"ENGL 4W - GOYAL, Y. LEC 14",NA,0.591,0.227,0.091,0.045,0.045,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 2",0.1,0.1,0.1,0.2,0.3,0.1,NA,NA,NA,NA,NA,NA,0.1
"ENGL 4W - GOYAL, Y. LEC 3",0.05,0.45,0.15,0.25,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 4",0.1,0.65,0.2,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 5",0.05,0.5,0.4,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y. LEC 6",NA,0.85,0.1,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA
"ENGL 4W - GOYAL, Y. LEC 7",NA,0.474,0.211,0.158,0.105,NA,NA,NA,NA,NA,NA,NA,0.053
"ENGL 4W - GOYAL, Y. LEC 8",0.053,0.105,0.316,0.158,0.053,0.053,0.158,0.053,NA,NA,0.053,NA,NA
"ENGL 596 - SHARPE, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 85 - MOTT, C.M.",0.016,0.444,0.254,0.127,0.063,0.032,0.016,0.016,NA,NA,NA,NA,NA
"ENGL 90 - LITTLE, A.L.",0.115,0.442,0.346,0.058,0.038,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M101B - LITTLE, A.L.",0.211,0.263,0.105,0.158,0.158,0.105,NA,NA,NA,NA,NA,NA,NA
"ENGL M102A - LING, J.",NA,NA,0.35,0.4,0.2,NA,NA,NA,0.05,NA,NA,NA,NA
"ENGL M103 - WOLF, S.M.",0.429,0.357,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M104A - YARBOROUGH, R.A.",NA,0.375,0.229,0.104,0.125,0.062,0.042,0.021,NA,NA,NA,NA,0.021
"ENGL M104C - MULLEN, H.R.",NA,0.263,0.316,0.263,0.053,NA,0.053,NA,NA,NA,NA,NA,NA
"ENGL M107A - ROWE, K.E.",0.048,0.095,0.286,0.095,0.048,0.19,0.048,0.095,NA,NA,NA,NA,NA
"ENGL M191E - MO'E'HAHNE, H.",0.3,0.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M191P - MACFADYEN, D.W.",NA,0.333,0.333,0.143,0.095,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M192 - WILSON, R.",NA,0.846,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M50 - HORNBY, L.E.",0.068,0.373,0.22,0.136,0.119,0.034,NA,NA,NA,NA,NA,NA,0.017
"ENGR 110 - BULU-TACIROGLU, M.",0.12,0.232,0.248,0.16,0.112,0.096,0.008,0.016,0.008,NA,NA,NA,NA
"ENGR 112 - GRIMM, S.",0.045,0.136,0.273,0.227,0.159,0.114,0.023,0.023,NA,NA,NA,NA,NA
"ENGR 113 - ROSTAMIAN, F.D.",0.029,0.2,0.257,0.4,0.057,0.029,NA,NA,NA,NA,NA,NA,NA
"ENGR 182EW - VILLASENOR, J.D.",0.065,0.71,0.081,0.032,0.097,0.016,NA,NA,NA,NA,NA,NA,NA
"ENGR 183EW - BROWNE, D.G.",0.019,0.606,0.188,0.094,0.081,0.006,NA,NA,NA,NA,NA,NA,NA
"ENGR 185EW - BROWNE, D.G.",0.055,0.284,0.229,0.156,0.239,0.009,NA,NA,NA,NA,NA,NA,NA
"ENGR 188 - SAGHIZADEH, H.",0.273,0.545,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 195 - WESEL, R.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 201 - KUNG, K.C.",0.029,0.559,0.235,0.118,0.059,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 201 - KUNG, K.C. LEC 81",NA,0.4,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 205 - HECHT, M.J.",NA,0.773,0.136,0.045,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 213 - AHMADI, R.H.",0.25,0.625,0.075,0.025,NA,0.025,NA,NA,NA,NA,NA,NA,NA
"ENGR 215 - HUANG, B.K.",NA,0.944,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 23 - HERRERA, W.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 24 - HERRERA, W.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 87 - AINSWORTH, E.A.",0.059,0.544,0.309,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J. LEC 4",0.059,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J. LEC 5",0.846,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J. LEC 6",0.938,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J. LEC 7",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96B - STAFSUDD, O.M.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96C - KAISER, W.J.",0.586,0.404,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96E - SCHMIDT, J.J.",0.333,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96G - SCHMIDT, J.J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96R - SCHMIDT, J.J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96R - SCHMIDT, J.J. LEC 2",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96R - SPEARRIN, R.M.",0.05,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96R - SPEARRIN, R.M. LEC 4",NA,0.958,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT 100 - COLLINS, M.D.",NA,0.174,0.174,0.217,0.261,0.174,NA,NA,NA,NA,NA,NA,NA
"ENV HLT 230A - KRAUSE, N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT 411 - VALENTINE, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 140 - BOYD, W.C.",NA,0.336,0.15,0.159,0.08,0.08,0.097,0.062,0.035,NA,NA,NA,NA
"ENVIRON 163 - DELMAS, M.A.",0.042,0.31,0.408,0.169,0.028,0.014,0.014,0.014,NA,NA,NA,NA,NA
"ENVIRON 166 - GARRISON, N.J.",0.017,0.2,0.333,0.183,0.183,0.05,0.017,0.017,NA,NA,NA,NA,NA
"ENVIRON 180A - GARRISON, N.J.",0.055,0.178,0.411,0.192,0.096,0.027,0.014,0.014,NA,NA,NA,NA,NA
"ENVIRON 185A - MAIDA, C.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 188B - SHIPE, R.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 241 - DIACONESCU, P.L.",0.231,0.462,0.154,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 290 - SMITH, T.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 200A - CHEN, L.",0.571,0.143,0.114,NA,0.086,NA,0.029,NA,0.029,NA,NA,NA,0.029
"EPIDEM 232 - GORBACH, P.M.",NA,0.722,0.222,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 242 - ZHANG, Z.",0.118,0.382,0.147,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 246 - HSU, P.T.",NA,0.333,0.292,0.083,0.042,0.042,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 247 - MAYEDA, E.",NA,0.842,0.053,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 268 - BRADBURY, B.D.",0.125,0.625,0.125,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 293 - DETELS, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM M204 - ARAH, O.A.",0.103,0.621,0.172,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM M403 - SMITH, L.V.",0.16,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 1 - ESPOSITO, R.",0.227,0.28,0.155,0.082,0.072,0.053,0.005,0.039,0.005,0.005,0.005,0.01,0.005
"EPS SCI 103B - DAY, M.D.",0.1,0.3,0.35,0.15,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 15 - DRAKE, J.",0.067,0.187,0.13,0.119,0.088,0.098,0.031,0.067,0.036,0.026,0.01,0.01,0.036
"EPS SCI 150 - PELTZER, G.F.",0.1,0.45,0.2,0.05,0.1,0.1,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 150 - PELTZER, G.F. LEC 2",0.2,0.133,0.133,0.2,0.067,0.133,NA,0.067,NA,NA,NA,NA,NA
"EPS SCI 235A - HARRISON, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 286A - SCHLICHTING, H.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 287A - BEGHEIN, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 293A - VELLI, M.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 295A - LITHGOW-BERTELLONI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 495 - KAVNER, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 51 - KAVNER, A.",0.115,0.154,0.462,NA,0.115,0.077,NA,0.077,NA,NA,NA,NA,NA
"EPS SCI 61 - COFFEY, K.",0.174,0.261,0.217,0.043,0.13,0.043,0.043,0.043,0.043,NA,NA,NA,NA
"EPS SCI 9 - YOUNG, E.D.",0.013,0.199,0.199,0.176,0.163,0.076,0.047,0.033,0.033,0.003,NA,NA,0.003
"EPS SCI M288A - VELLI, M.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI M7 - VELLI, M.C.",0.054,0.486,0.27,0.135,0.027,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI M71 - AURNOU, J.M.",0.368,0.158,0.105,0.053,0.158,NA,0.105,0.053,NA,NA,NA,NA,NA
"ESL 300 - HUALPA, L.D.",NA,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESL 300 - HUALPA, L.D. LEC 2",NA,0.188,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
