,CLASS,A+_x,A_x,A-_x,B+_x,B_x,B-_x,C+_x,C_x,C-_x,D+_x,D_x,D-_x,F_x,A+_y,A_y,A-_y,B+_y,B_y,B-_y,C+_y,C_y,C-_y,D+_y,D_y,D-_y,F_y
397,"COM SCI 1 - SAHAI, A.",0.102,0.699,0.102,0.042,0.034,0,0.013,0,0,0.004,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
398,"COM SCI 111 - EGGERT, P.R.",0,0.19,0.157,0.19,0.066,0.099,0.05,0.083,0.058,0.017,0.033,0.017,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,"COM SCI 111 - REIHER, P.L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.118,0.183,0.172,0.118,0.011,0.043,0.032,0.022,0.011,0.043,0.086
399,"COM SCI 118 - VARGHESE, G.",0.059,0.148,0.308,0.154,0.124,0.089,0.047,0.047,0.006,0,0.018,0,0,0.201,0.375,0.146,0.076,0.076,0.069,0.007,0.021,0.007,0,0.014,0,0.007
400,"COM SCI 130 - KIM, M.",0.05,0.157,0.157,0.322,0.14,0.066,0.083,0.008,0,0,0.017,0,0,0.072,0.2,0.224,0.288,0.08,0.072,0.048,0,0,0,0.016,0,0
401,"COM SCI 131 - EGGERT, P.R.",0,0.192,0.144,0.08,0.2,0.088,0.104,0.072,0.032,0,0.04,0,0.048,0,0.23,0.044,0.104,0.2,0.17,0.067,0.067,0.037,0.007,0.03,0,0.044
402,"COM SCI 132 - PALSBERG, J.",0.235,0.42,0.037,0.074,0.099,0.012,0.012,0.025,0,0,0.074,0,0.012,0.33,0.49,0.04,0.02,0.04,0,0.01,0.04,0.01,0,0.01,0,0.01
403,"COM SCI 136 - REIHER, P.L.",0.014,0.127,0.127,0.183,0.282,0.099,0.056,0.028,0.014,0,0,0.056,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0
404,"COM SCI 143 - CHO, J.",0.071,0.143,0.286,0.214,0.214,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,"COM SCI 145 - SUN, Y.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.459,0.066,0.254,0.049,0.008,0.025,0.008,0.008,0,0.008,0,0.016
405,"COM SCI 145 - WANG, W.",0,0.239,0.352,0.183,0.113,0.056,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,"COM SCI 152B - SARRAFZADEH, M.",0.111,0.444,0.278,0,0.056,0,0,0.056,0,0,0.056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,"COM SCI 161 - VAN DEN BROECK, G.",0.02,0.154,0.248,0.128,0.128,0.128,0.101,0.054,0.034,0,0,0,0.007,0.053,0.272,0.225,0.185,0.099,0.066,0.046,0.033,0.007,0.013,0,0,0
408,"COM SCI 174A - LAW, A.",0,0.264,0.264,0.207,0.115,0.069,0.046,0.023,0,0,0,0,0.011,0.2,0.368,0.189,0.095,0.084,0.042,0,0.011,0,0,0,0,0.011
409,"COM SCI 180 - SARRAFZADEH, M.",0,0.291,0.117,0.045,0.206,0,0.045,0.235,0.008,0,0.032,0,0.02,0.009,0.284,0.071,0.047,0.355,0.038,0.028,0.109,0.043,0,0.009,0,0.005
2603,"COM SCI 181 - MEKA, R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.326,0,0.192,0.285,0.023,0,0.052,0,0,0,0,0.012
410,"COM SCI 181 - SHERSTOV, A.",0.102,0.141,0.164,0.094,0.133,0.133,0.039,0.062,0.055,0.023,0.023,0.023,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"COM SCI 188 - MUTZ, A.",0.079,0.634,0.228,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,"COM SCI 188 - ROTHFELS, J.N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.62,0.185,0.011,0,0,0,0,0,0,0,0,0
412,"COM SCI 188 - SCALZO, F.",0.217,0.289,0.169,0.133,0.102,0.06,0.018,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,"COM SCI 192 - SHAKED, S.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.958,0.042,0,0,0,0,0,0,0,0,0,0
414,"COM SCI 192A - SHAKED, S.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,"COM SCI 211 - LU, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.353,0.176,0.059,0.059,0,0,0,0,0,0,0
415,"COM SCI 217A - ZHANG, L.",0.184,0.632,0.105,0.079,0,0,0,0,0,0,0,0,0,0.098,0.366,0.39,0.122,0.024,0,0,0,0,0,0,0,0
416,"COM SCI 219 - NETRAVALI, R.A.",0.156,0.406,0.156,0.25,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,"COM SCI 239 - NETRAVALI, R.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0.167,0.111,0,0,0,0,0,0,0,0,0
417,"COM SCI 239 - REINMAN, G.D.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,"COM SCI 239 - XU, H.",0,0.948,0.017,0.034,0,0,0,0,0,0,0,0,0,0.077,0.846,0.038,0,0.038,0,0,0,0,0,0,0,0
419,"COM SCI 240A - ZANIOLO, C.",0.042,0.271,0.208,0.292,0.104,0.062,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,"COM SCI 245 - WANG, W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0.231,0.077,0,0,0,0,0,0,0,0,0
420,"COM SCI 246 - CHO, J.",0.143,0.554,0.214,0.054,0.036,0,0,0,0,0,0,0,0,0.077,0.538,0.212,0,0.077,0.096,0,0,0,0,0,0,0
2608,"COM SCI 249 - SHIRANI-MEHR, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.619,0.19,0.048,0,0,0,0,0.048,0,0,0,0
421,"COM SCI 251A - TAMIR, Y.",0.04,0.36,0.28,0.16,0.08,0.08,0,0,0,0,0,0,0,0.083,0.5,0.083,0,0.167,0.083,0,0.083,0,0,0,0,0
422,"COM SCI 259 - CONG, J.J.",0.077,0.308,0.308,0.231,0.077,0,0,0,0,0,0,0,0,0.154,0.462,0.231,0,0.154,0,0,0,0,0,0,0,0
2609,"COM SCI 264A - DARWICHE, A.Y.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.349,0.163,0.279,0.093,0.047,0,0,0,0,0,0,0
2610,"COM SCI 264A - DARWICHE, A.Y. LEC 80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.444,0.222,0,0,0,0,0,0,0,0,0
2611,"COM SCI 269 - HSIEH, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.611,0.111,0,0,0,0,0,0,0,0,0,0
2612,"COM SCI 269 - MIRZASOLEIMAN, B.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0,0.1,0,0,0,0,0,0,0,0,0
2613,"COM SCI 269 - PENG, N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.28,0.28,0.08,0,0,0,0,0,0,0,0,0
423,"COM SCI 269 - TERZOPOULOS, D.",0.282,0.385,0.333,0,0,0,0,0,0,0,0,0,0,0.235,0.529,0.235,0,0,0,0,0,0,0,0,0,0
2614,"COM SCI 281A - SHERSTOV, A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.833,0,0,0,0,0,0,0,0,0,0,0
424,"COM SCI 30 - MILLSTEIN, T.D.",0.154,0.492,0.138,0.046,0.062,0,0,0.015,0.031,0.015,0,0,0.046,0.233,0.5,0.067,0.1,0.033,0.033,0.017,0,0,0,0,0,0.017
425,"COM SCI 31 - SMALLBERG, D.A.",0,0.332,0.077,0.117,0.153,0.099,0.018,0.139,0.011,0.007,0.007,0.011,0.029,0,0.702,0.094,0.061,0.052,0.013,0.019,0.016,0.01,0.013,0.006,0.003,0.01
426,"COM SCI 31 - SMALLBERG, D.A. LEC 2",0,0.424,0.03,0.091,0.182,0.068,0.023,0.114,0.023,0,0,0,0.045,0,0.727,0.105,0.042,0.056,0.028,0,0.014,0.007,0.014,0.007,0,0
427,"COM SCI 33 - NOWATZKI, A.J.",0.138,0.222,0.155,0.134,0.1,0.067,0.063,0.025,0.038,0.008,0.017,0.013,0.021,0.164,0.328,0.143,0.106,0.048,0.09,0.016,0.021,0.011,0.026,0.011,0.011,0.026
428,"COM SCI 35L - EGGERT, P.R.",0,0.061,0.061,0.152,0.394,0.061,0.061,0.03,0,0.03,0.061,0,0.091,0,0.316,0.211,0.158,0.158,0.053,0.053,0,0,0.053,0,0,0
429,"COM SCI 35L - EGGERT, P.R. LEC 2",0,0.2,0.067,0.167,0.2,0.033,0.033,0.1,0.033,0,0,0,0.167,0,0.304,0.043,0.087,0.13,0.043,0.13,0.087,0,0.087,0,0,0.087
430,"COM SCI 35L - EGGERT, P.R. LEC 3",0,0.171,0.057,0.286,0.086,0.029,0,0,0.2,0.029,0.057,0.029,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0
431,"COM SCI 35L - EGGERT, P.R. LEC 4",0,0.333,0.061,0.212,0.212,0.03,0,0,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
432,"COM SCI 35L - EGGERT, P.R. LEC 5",0,0.194,0.032,0.226,0.097,0.194,0.032,0,0.097,0.032,0.032,0,0.065,0,0.321,0.107,0.143,0.143,0.036,0.036,0.071,0.107,0,0.036,0,0
433,"COM SCI 35L - EGGERT, P.R. LEC 6",0,0.097,0.032,0.323,0.161,0.194,0.065,0,0.097,0,0,0,0.032,0,0.478,0.13,0.13,0.043,0.043,0.043,0.043,0,0,0,0,0.087
434,"COM SCI 35L - EGGERT, P.R. LEC 7",0,0.25,0.094,0.156,0.188,0.094,0.031,0,0.062,0.031,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0
435,"COM SCI 35L - EGGERT, P.R. LEC 8",0,0.1,0.133,0.2,0.233,0.1,0.167,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,"COM SCI 97 - EGGERT, P.R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.157,0.157,0.034,0.056,0.056,0.067,0.022,0,0,0,0.011
436,"COM SCI CM121 - LEE, C.J.",0.063,0.27,0.381,0.079,0.111,0.016,0.032,0.016,0.016,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,"COM SCI CM121 - SUL, J.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.568,0.136,0.068,0.011,0.034,0,0,0.011,0,0,0,0
437,"COM SCI CM221 - LEE, C.J.",0.059,0.176,0.471,0.235,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,"COM SCI CM221 - SUL, J.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.562,0.062,0,0,0,0,0,0,0,0,0,0
438,"COM SCI M146 - CHANG, K.",0.059,0.176,0.176,0.186,0.117,0.122,0.069,0.074,0.021,0,0,0,0,0.267,0.313,0.111,0.111,0.041,0.051,0.018,0.028,0.009,0.009,0.014,0.018,0.009
439,"COM SCI M152A - POTKONJAK, M.",0,0.286,0.214,0.179,0.179,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,"COM SCI M152A - POTKONJAK, M. LEC 2",0.037,0.259,0.259,0.074,0.111,0.148,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,"COM SCI M152A - POTKONJAK, M. LEC 5",0,0.222,0.333,0,0.333,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"COM SCI M152A - POTKONJAK, M. LEC 6",0.125,0.083,0.208,0.333,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,"COM SCI M152A - SARRAFZADEH, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.364,0.364,0.045,0.091,0,0,0,0,0,0,0,0
2619,"COM SCI M152A - SARRAFZADEH, M. LEC 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.059,0.412,0.059,0.118,0,0.059,0,0,0,0,0,0.118
2620,"COM SCI M152A - SARRAFZADEH, M. LEC 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.421,0.158,0,0.053,0.053,0.053,0,0,0,0,0,0
2621,"COM SCI M152A - SARRAFZADEH, M. LEC 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.154,0.077,0.154,0.077,0.077,0,0,0,0,0,0,0.231
2622,"COM SCI M152A - SARRAFZADEH, M. LEC 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.304,0.174,0,0.043,0.174,0,0,0,0,0,0,0.13
2623,"COM SCI M152A - SARRAFZADEH, M. LEC 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.423,0.154,0.077,0.077,0.038,0,0,0,0,0,0,0.077
443,"COM SCI M182 - DISTEFANO, J.",0.227,0.159,0.205,0.136,0.159,0.023,0.045,0.023,0.023,0,0,0,0,0,0.577,0.038,0.115,0.135,0.038,0.019,0.058,0,0,0.019,0,0
444,"COM SCI M226 - SANKARARAMAN, S.",0,0.308,0.385,0.231,0.077,0,0,0,0,0,0,0,0,0,0.758,0.061,0.091,0.061,0.03,0,0,0,0,0,0,0
445,"COM SCI M282A - OSTROVSKY, R.",0.231,0.231,0.077,0.269,0.115,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,"COM SCI M51A - ERCEGOVAC, M.D.",0.037,0.236,0.211,0.193,0.217,0.05,0.012,0.019,0.012,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,"COM SCI M51A - KORF, R.E.",0.02,0.109,0.116,0.163,0.15,0.17,0.061,0.068,0.054,0.007,0.014,0.014,0.054,0.049,0.423,0.319,0.049,0.043,0.061,0,0.037,0,0,0,0,0.018
2624,"COM SCI M51A - RAMEZANI, R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0.45,0.017,0,0.025,0.017,0,0.008,0,0,0,0,0
448,"COMM 1 - BRIDGEWATER, D.A.",0,0.862,0.103,0.034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
449,"COMM 1 - BRIDGEWATER, D.A. LEC 2",0,0.885,0.115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450,"COMM 1 - FERAMISCO, C.",0.103,0.31,0.276,0.138,0.138,0,0,0.034,0,0,0,0,0,0.143,0.536,0.179,0.071,0.071,0,0,0,0,0,0,0,0
451,"COMM 1 - FERAMISCO, C. LEC 10",0.174,0.435,0.174,0.174,0.043,0,0,0,0,0,0,0,0,0.115,0.462,0.192,0.077,0.038,0.038,0.038,0.038,0,0,0,0,0
452,"COMM 1 - KOCHIAN, J.",0,0.767,0.233,0,0,0,0,0,0,0,0,0,0,0,0.909,0.045,0,0,0,0,0,0,0,0,0,0.045
453,"COMM 1 - KOCHIAN, J. LEC 4",0,0.897,0.103,0,0,0,0,0,0,0,0,0,0,0,0.828,0.138,0,0.034,0,0,0,0,0,0,0,0
454,"COMM 1 - KOCHIAN, J. LEC 9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
455,"COMM 1 - MACK, K.S.",0,0.828,0.103,0.069,0,0,0,0,0,0,0,0,0,0,0.92,0.08,0,0,0,0,0,0,0,0,0,0
456,"COMM 1 - MACK, K.S. LEC 7",0,0.893,0.036,0.036,0,0.036,0,0,0,0,0,0,0,0,0.929,0.036,0,0.036,0,0,0,0,0,0,0,0
457,"COMM 1 - MILLER, T.E.",0,0.417,0.167,0.083,0.125,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,"COMM 10 - SUMAN, M.W.",0,0.061,0.129,0.16,0.196,0.117,0.117,0.074,0.061,0.074,0,0.006,0.006,0,0.061,0.122,0.204,0.156,0.102,0.102,0.088,0.068,0.054,0.014,0,0.027
459,"COMM 101 - KASSABIAN, R.",0,0.484,0.097,0.065,0.161,0.097,0.032,0.032,0.032,0,0,0,0,0,0.231,0.256,0.256,0.026,0.103,0.051,0.026,0,0,0,0,0.051
460,"COMM 103A - MILLER, T.E.",0.25,0.55,0.15,0.05,0,0,0,0,0,0,0,0,0,0.375,0.375,0.25,0,0,0,0,0,0,0,0,0,0
461,"COMM 104 - MILLER, T.E.",0.182,0.545,0.273,0,0,0,0,0,0,0,0,0,0,0.231,0.538,0.154,0,0,0,0,0,0,0,0,0,0.077
462,"COMM 106 - ARBABZADAH, N.",0.079,0.404,0.254,0.088,0.079,0.044,0.026,0.009,0,0.009,0.009,0,0,0.156,0.442,0.208,0.13,0.039,0,0.013,0.013,0,0,0,0,0
463,"COMM 108 - KICENSKI, K.K.",0,0.062,0.361,0.155,0.144,0.134,0.082,0.021,0.01,0.01,0.021,0,0,0.01,0.308,0.279,0.154,0.096,0.048,0.048,0.019,0.01,0,0.01,0,0.019
2625,"COMM 119 - WARLAUMONT, A.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.538,0.338,0.077,0.046,0,0,0,0,0,0,0,0,0
464,"COMM 121 - WARLAUMONT, A.S.",0.073,0.604,0.188,0.042,0.062,0.021,0,0.01,0,0,0,0,0,0.724,0.194,0.061,0,0,0,0.01,0.01,0,0,0,0,0
2626,"COMM 122 - GAO, T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0.729,0.034,0.034,0.034,0,0,0,0,0,0,0,0
465,"COMM 132 - PETERSON, S.M.",0,0.172,0.234,0.281,0.172,0.062,0.062,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,"COMM 141 - VON BLUM, P.",0,0.664,0.212,0.071,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,"COMM 148 - FERAMISCO, C.",0.031,0.388,0.398,0.092,0.041,0.02,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
468,"COMM 150 - LAMBERSON, P.J.",0.025,0.228,0.304,0.114,0.177,0.051,0.051,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,"COMM 150 - PETERSON, S.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.268,0.31,0.239,0.085,0.014,0.014,0.014,0,0,0,0,0.014
469,"COMM 151 - GROELING, T.J.",0,0.333,0.333,0.119,0.095,0.024,0,0.048,0.048,0,0,0,0,0.29,0.591,0.065,0.011,0,0.011,0.011,0.011,0.011,0,0,0,0
470,"COMM 152 - SUMAN, M.W.",0,0.103,0.138,0.207,0.207,0.138,0.034,0.034,0.103,0,0,0,0.034,0.019,0.074,0.185,0.333,0.185,0.13,0.019,0.037,0,0,0,0,0.019
471,"COMM 156 - LAMBERSON, P.J.",0.019,0.448,0.257,0.067,0.076,0.086,0.029,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"COMM 160 - GROELING, T.J.",0.056,0.644,0.089,0.044,0.067,0.056,0.033,0,0.011,0,0,0,0,0.22,0.68,0.04,0.06,0,0,0,0,0,0,0,0,0
473,"COMM 163 - SANDERS, B.",0.043,0.391,0.087,0.217,0.217,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,"COMM 171 - HUPPIN, M.A.",0.054,0.268,0.098,0.259,0.107,0.08,0.116,0.018,0,0,0,0,0,0.062,0.454,0.124,0.206,0.124,0,0.021,0,0,0,0,0,0.01
475,"COMM 187 - NEWTON, J.S.",0.175,0.722,0.056,0.04,0.008,0,0,0,0,0,0,0,0,0.189,0.667,0.09,0.027,0.009,0.018,0,0,0,0,0,0,0
2628,"COMM 188A - BIAGIOLI, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.133,0.2,0.2,0.133,0,0,0,0.067,0,0,0,0
476,"COMM 188A - JUSKO, J.A.",0.162,0.176,0.284,0.122,0.122,0.014,0.027,0.054,0,0.014,0.014,0,0.014,0.014,0.29,0.217,0.319,0.116,0.014,0,0.014,0,0,0.014,0,0
2629,"COMM 188D - BIAGIOLI, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.483,0.276,0.103,0.034,0,0,0,0,0,0,0,0
477,"COMM 191E - NEWTON, J.S.",0.25,0.583,0.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"COMM M144A - CLAYMAN, S.E.",0,0.259,0.185,0.259,0.259,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,"COMM M147 - ROSSMAN, G.",0.125,0.333,0.083,0.083,0.125,0.083,0,0.042,0.083,0,0.042,0,0,0.2,0.52,0.04,0.08,0.04,0.12,0,0,0,0,0,0,0
2630,"COMM M165 - VON BLUM, P.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.041,0.008,0,0,0,0,0,0,0,0,0
480,"COMPTNG 10A - ANDREWS, M.J.",0.038,0.266,0.076,0.165,0.076,0.051,0.013,0.051,0.025,0.051,0.063,0.051,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,"COMPTNG 10A - CAI, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0.272,0.096,0.044,0.026,0.026,0,0,0,0.009,0,0
481,"COMPTNG 10A - CHU, W.",0.063,0.159,0.143,0.095,0.127,0.095,0.063,0.063,0.032,0,0.079,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0
482,"COMPTNG 10A - HYDE, D.",0.065,0.312,0.104,0.091,0.117,0.039,0.052,0.091,0.039,0.026,0.013,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0
483,"COMPTNG 10A - LINDSTROM, M.R.",0.011,0.121,0.319,0.132,0.077,0.044,0.077,0.044,0.033,0.033,0.011,0,0.099,0,0.356,0.301,0.164,0.041,0.014,0,0.027,0.014,0.014,0,0,0.068
2632,"COMPTNG 10A - PERLMUTTER, M.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771,0.072,0.06,0.024,0.012,0.024,0.036,0,0,0,0,0
2633,"COMPTNG 10A - PHAM, M.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.5,0.129,0.114,0.043,0.071,0.043,0.029,0,0,0,0,0.029
484,"COMPTNG 10A - WANG, B.",0,0.147,0.206,0.132,0.103,0.176,0.074,0.118,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,"COMPTNG 10B - CAI, H.",0,0.291,0.091,0.145,0.145,0.127,0.109,0.036,0.018,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,"COMPTNG 10B - CHU, W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,0.073,0.109,0.018,0,0,0.055,0,0,0,0,0.018
2635,"COMPTNG 10B - CHU, W. LEC 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.706,0.098,0.059,0.078,0.039,0,0,0,0,0,0,0
486,"COMPTNG 10B - FALCON, C.",0.02,0.176,0.098,0.137,0.157,0.078,0.059,0,0.059,0.039,0.039,0.039,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0
487,"COMPTNG 10C - FALCON, C.",0,0.161,0.419,0.032,0.194,0.097,0.032,0.032,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,"COMPTNG 10C - LINDSTROM, M.R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.667,0,0.083,0,0,0,0,0,0,0,0
488,"COMPTNG 16 - JI, H.",0.055,0.145,0.364,0.073,0.164,0.018,0.073,0.036,0,0,0.036,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,"COMPTNG 16A - ANDREWS, M.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.545,0.273,0.055,0.018,0.018,0,0,0,0,0,0,0
2638,"COMPTNG 16A - CHODROW, P.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898,0.085,0.017,0,0,0,0,0,0,0,0,0
2639,"COMPTNG 16A - JI, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.852,0.016,0.016,0.033,0,0,0.016,0,0,0,0.016,0
2640,"COMPTNG 20A - HYDE, D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0.522,0.13,0.087,0.087,0,0,0.043,0,0.043,0,0,0
489,"COMPTNG 20A - RYU, E.K.",0.148,0.259,0.148,0.111,0.037,0.111,0.037,0.111,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,"COMPTNG 40A - ANDREWS, M.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.588,0.088,0.118,0.029,0,0.059,0.029,0.029,0,0,0,0
490,"COMPTNG 40A - LINDSTROM, M.R.",0,0.12,0.2,0.08,0.08,0.28,0.04,0.08,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,"DANCE 1 - AUGUSTE, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.625,0,0.062,0,0,0,0,0,0,0,0,0.062
491,"DANCE 1 - POPKIN, L.A.",0.097,0.742,0.065,0.032,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,"DANCE 10 - TSOU, J.C.",0.714,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,"DANCE 11 - BLU WAKPA, T.",0.421,0.579,0,0,0,0,0,0,0,0,0,0,0,0.091,0.909,0,0,0,0,0,0,0,0,0,0,0
2643,"DANCE 116 - WARBY, R.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.706,0,0,0,0,0,0.059,0,0,0,0,0
2644,"DANCE 117A - CARLSON, A.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.444,0.389,0.056,0,0.056,0,0,0,0,0,0,0
494,"DANCE 117B - WARBY, R.K.",0.2,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0.118,0.706,0.059,0,0.118,0,0,0,0,0,0,0,0
495,"DANCE 117C - EEN, R.W.",0.2,0.4,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"DANCE 13 - CAUDILLO, V.M.",0.333,0.222,0.167,0.222,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,"DANCE 13 - FROOT, D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.667,0.056,0,0,0,0,0,0,0,0,0,0
2646,"DANCE 15 - POPKIN, L.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,"DANCE 15 - YU, C.",0.333,0.429,0.19,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"DANCE 15 - YU, C. LEC 2",0.875,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,"DANCE 16 - ROUSSEVE, D.J.",0.1,0.85,0.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
