LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002386311-0001-1,P-W MBS LLC,,479 LORING AVENUE,LOS ANGELES,90024-2642,479 LORING 90024-2642,,,,,,5,10/10/2008,12/31/2012,
0000370596-0001-1,ARTHUR/DOROTHY ROSENBLOOM/ALEX BELLWIN,PICO SEPULVEDA CTD | PICO SEPULVEDA LTD,400 LORING AVENUE,LOS ANGELES,90024-2643,400 LORING 90024-2643,5350 WILSHIRE BLVD SUITE #360678,LOS ANGELES,90036-8250,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/1979,,"(34.0754, -118.4347)"
0000091608-0001-9,SOMERSET MANAGEMENT GROUP AN S-CORP,,414   LORING AVENUE,LOS ANGELES,90024-2643,414 LORING 90024-2643,414   LORING AVENUE,LOS ANGELES,90024-2643,541600,"Management, scientific, & technical consulting services",5,01/01/1986,,"(34.0751, -118.4342)"
0000952256-0001-6,CONSTANCE J FISHBACH/NANCY ROSENBLOOM,,400 LORING AVENUE,LOS ANGELES,90024-2643,400 LORING 90024-2643,,,,,,5,05/17/1999,12/31/2004,
0002075837-0001-7,MARIACANDEL CRUZ,,245 WOODRUFF AVENUE,LOS ANGELES,90024-2644,245 WOODRUFF 90024-2644,,,,,,5,01/01/2002,,"(34.0779, -118.4356)"
0000291598-0001-4,SALVATORE J IANNUCCI JR,,255 WOODRUFF AVENUE,LOS ANGELES,90024-2644,255 WOODRUFF 90024-2644,,,,,,5,01/01/2000,12/31/2005,
0002282314-0001-1,FRANZISKA MOSER,,221 WOODRUFF AVENUE,LOS ANGELES,90024-2644,221 WOODRUFF 90024-2644,,,,,,5,01/01/2005,12/31/2008,
0003038086-0001-6,CYNTHIA ROSENFELD,,245   WOODRUFF AVENUE,LOS ANGELES,90024-2644,245 WOODRUFF 90024-2644,,,,,,5,06/01/2014,06/30/2018,
0002073005-0001-7,THOMAS WALSH,,272 WOODRUFF AVENUE APT #2,LOS ANGELES,90024-2645,272 WOODRUFF 90024-2645,,,,,,5,01/01/2001,02/20/2008,
0000634324-0001-0,LEONARD/BEATRICE MANDEL,,244 WOODRUFF AVENUE,LOS ANGELES,90024-2645,244 WOODRUFF 90024-2645,POST OFFICE BOX #457,WOODLAND HILLS,91365-0457,,,5,10/01/1987,,"(34.0779, -118.4356)"
0003109474-0001-0,"APOCRYPHAL RED BEARD PRODUCTIONS, INC.",,272   WOODRUFF AVENUE,LOS ANGELES,90024-2645,272 WOODRUFF 90024-2645,9465   WILSHIRE BLVD   SUITE #300,BEVERLY HILLS,90212-2624,711510,"Independent artists, writers, & performers",5,01/01/2018,,"(34.0772, -118.4351)"
0002089605-0001-6,JOAN KATZ,,228 WOODRUFF AVENUE,LOS ANGELES,90024-2645,228 WOODRUFF 90024-2645,,,,,,5,01/01/2003,04/30/2007,
0000881559-0001-1,MAIMON LEAVITT MD,,210 WOODRUFF AVENUE,LOS ANGELES,90024-2645,210 WOODRUFF 90024-2645,,,,,,5,02/01/1971,04/05/2004,
0000881559-0002-9,MAIMON LEAVITT MD,,210 WOODRUFF AVENUE,LOS ANGELES,90024-2645,210 WOODRUFF 90024-2645,,,,,,5,01/01/2005,12/29/2008,
0003201210-0001-1,SLF VENTURES LLC,,10470   CHARING CROSS ROAD,LOS ANGELES,90024-2646,10470 CHARING CROSS 90024,149 S REEVES DRIVE   APT #C,BEVERLY HILLS,90212-3053,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",5,11/20/2018,,"(34.0772, -118.4378)"
0000106822-0001-0,MOSHE F RUBINSTEIN,CONCEPTS IN PROBLEM SOLVING INSTITUTE,10488 CHARING CROSS ROAD,LOS ANGELES,90024-2646,10488 CHARING CROSS 90024-2646,,,,541600,"Management, scientific, & technical consulting services",5,07/01/1999,,"(34.0776, -118.4381)"
0000855906-0001-1,HARRIET MILLER & SALOME ARKATOV,,10480 CHARING CROSS ROAD,LOS ANGELES,90024-2646,10480 CHARING CROSS 90024,,,,,,5,07/01/1969,11/01/2001,
0002921187-0001-6,"MH HOLDINGS, INC.",,10425   CHARING CROSS ROAD,LOS ANGELES,90024-2649,10425 CHARING CROSS 90024-2649,,,,621510,Medical & diagnostic laboratories,5,07/05/2016,,"(34.0774, -118.4346)"
0002580639-0001-7,JULIANNE R O'CONNOR,,291 LORING AVENUE,LOS ANGELES,90024-2651,291 LORING 90024-2651,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,08/01/2010,,"(34.0769, -118.4358)"
0000806564-0001-7,BONNIE H YAEGER,,257 LORING AVENUE,LOS ANGELES,90024-2651,257 LORING 90024-2651,,,,,,5,01/01/1995,12/31/2015,
0000421001-0001-5,SUSANNE B NICHOLAS,,900 VETERAN AVENUE,LOS ANGELES,90024-2703,900 VETERAN 90024-2703,POST OFFICE BOX #915689,LOS ANGELES,90095-0001,561500,Travel arrangement & reservation services,5,01/01/2000,,"(34.0618, -118.4511)"
0002250653-0001-1,KATAYOUN K SAEI,ROEBLING NESTEGG | ROEBLING NESTEGG INVESTMENT LLC,10959 ROEBLING AVENUE,LOS ANGELES,90024-2709,10959 ROEBLING 90024-2709,POST OFFICE BOX #491622,LOS ANGELES,90049-8622,531100,Lessors of real estate (including mini warehouses & self-storage units),5,12/01/2005,,"(34.0651, -118.4493)"
0000278936-0001-4,ANTHONY R/KRYSTYNA J PUCHALSKI,,10963 ROEBLING AVENUE,LOS ANGELES,90024-2709,10963 ROEBLING 90024-2709,,,,,,5,08/01/1973,11/30/2005,
0002461468-0001-6,PIOJI INC.,,10927 ROEBLING AVENUE,LOS ANGELES,90024-2709,10927 ROEBLING 90024-2709,,,,,,5,07/30/2009,12/31/2009,
0002359736-0002-5,JOHN MCNAMARA,,919 LEVERING AVENUE APT #505,LOS ANGELES,90024-2715,919 LEVERING 90024-2715,,,,,,5,02/01/2007,07/02/2009,
0002675454-0001-1,BETSY BACKLUND,,919 LEVERING AVENUE UNIT #507,LOS ANGELES,90024-2715,919 LEVERING 90024-2715,,,,,,5,01/14/2012,04/13/2013,
0002656976-0001-2,RICHARD SAOUMA,,919 LEVERING AVENUE #507,LOS ANGELES,90024-2715,919 LEVERING 90024-2715,,,,,,5,01/01/2011,12/30/2011,
0002477761-0001-9,HIROSHI MOTOMURA,HIROSHI MOTOMURA,919 LEVERING AVENUE,LOS ANGELES,90024-2716,919 LEVERING 90024-2716,,,,812990,All other personal services,5,08/01/2008,,"(34.0632, -118.4487)"
0002243182-0001-2,GARY FRANCIS,,901 LEVERING AVENUE APT #20,LOS ANGELES,90024-2717,901 LEVERING 90024-2717,,,,,,5,04/30/2007,04/01/2009,
0002867752-0002-3,ALIREZA HOMAYUNIPOUR,,901   LEVERING AVENUE   APT #13,LOS ANGELES,90024-2718,901 LEVERING 90024-2718,,,,,,5,12/06/2019,12/31/2019,
0003013542-0001-5,RAPHAEL MENDES,RCM IMPORTS,901   LEVERING AVENUE   APT #8,LOS ANGELES,90024-2718,901 LEVERING 90024,,,,,,5,10/24/2017,,"(34.0631, -118.4492)"
0000046104-0001-4,FEROZ DINSHAH,,817 LEVERING AVENUE #R,LOS ANGELES,90024-2719,817 LEVERING 90024-2719,,,,561300,Employment services,5,06/27/2003,,"(34.0641, -118.4497)"
0000312120-0001-1,HARMON PROPERTIES INC,,801 LEVERING AVENUE,LOS ANGELES,90024-2722,801 LEVERING 90024-2722,2694 E GARVEY AVENUE S #198,WEST COVINA,91791-2113,531100,Lessors of real estate (including mini warehouses & self-storage units),5,02/01/1952,,"(34.0644, -118.4499)"
0002261055-0001-5,JAMIE AKHAVI,JAMIE AKHAVI CONTRACTING,10966 ROEBLING AVENUE APT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,10966   ROEBLING AVENUE   APT #5A,LOS ANGELES,90024-2724,485510,Charter bus industry,5,07/18/2007,,
0003219919-0001-3,10984 STRATHMORE LLC,,10966 ROEBLING AVENUE APT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,721100,"Traveler accommodation (including hotels, motels, & bed & breakfast inns)",5,11/24/2009,,"(34.0653, -118.4488)"
0003186502-0001-2,700 LEVERING LLC,,10966   ROEBLING AVENUE   APT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024,10966   ROEBLING AVENUE   SUITE #5A,LOS ANGELES,90024-2724,531100,Lessors of real estate (including mini warehouses & self-storage units),5,04/19/2019,,"(34.0653, -118.4488)"
0002806912-0001-1,ALFREDO GUONONTAX,,10966 ROEBLING AVENUE APT #2A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,561790,Other services to buildings & dwellings,5,01/01/2012,,"(34.065, -118.4494)"
0002732403-0001-6,511 GLENROCK LLC,,10966 ROEBLING AVENUE #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,10966   ROEBLING AVENUE   APT #5A,LOS ANGELES,90024-2724,531310,Real estate property managers,5,06/03/2013,,"(34.065, -118.4494)"
0003186519-0001-8,10971 ROEBLING LLC,,10966   ROEBLING AVENUE   APT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024,10966   ROEBLING AVENUE   SUITE #5A,LOS ANGELES,90024-2724,531100,Lessors of real estate (including mini warehouses & self-storage units),5,07/19/2019,,"(34.0653, -118.4488)"
0003186512-0001-6,650 MIDVLE LLC,,10966   ROEBLING AVENUE   APT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024,10966   ROEBLING AVENUE   SUITE #5A,LOS ANGELES,90024-2724,531100,Lessors of real estate (including mini warehouses & self-storage units),5,08/12/2019,,"(34.0653, -118.4488)"
0002414914-0001-1,SEAN AKHAVI,,10966 ROEBLING AVENUE APT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,,,5,01/01/2006,12/31/2015,
0002820737-0001-4,GONZALO CRISTOBAL GUONON TAX,,10966 ROEBLING AVENUE APT #2A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,561790,Other services to buildings & dwellings,5,01/01/2013,,"(34.065, -118.4494)"
0003186515-0001-0,644 MIDVALE LLC,,10966   ROEBLING AVENUE   APT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024,10966   ROEBLING AVENUE   APT #5A,LOS ANGELES,90024-2724,531100,Lessors of real estate (including mini warehouses & self-storage units),5,08/12/2019,,"(34.0653, -118.4488)"
0003103696-0001-9,529 GLENROCK LLC,,10966   ROEBLING AVENUE   APT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024,10966   ROEBLING AVENUE   SUITE #5A,LOS ANGELES,90024-2724,531100,Lessors of real estate (including mini warehouses & self-storage units),5,03/08/2018,,"(34.0653, -118.4488)"
0002735148-0001-1,634 KELTON LLC,,10966 ROEBLING AVENUE #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,07/24/2013,,"(34.065, -118.4494)"
0002975351-0001-5,540 LANDFAIR LLC,,10966   ROEBLING AVENUE   UNIT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/2016,,"(34.0652, -118.4488)"
0002972091-0001-3,THE ACA CONSTRUCTION GROUP INC,,10966   ROEBLING AVENUE   UNIT #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,233210,Single Family Housing Construction (1997 NAICS),5,05/13/2016,,"(34.0652, -118.4488)"
0002861872-0001-7,JDS PARTNERS LLC,,10966 ROEBLING AVENUE #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,10966 ROEBLING AVENUE #5A,LOS ANGELES,90024-2724,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/2015,,"(34.065, -118.4494)"
0000212580-0001-1,DAVID S/SUNNY C AKHAVI,,10966 ROEBLING AVENUE #6A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,10984 STRATHMORE DRIVE UNIT #401,LOS ANGELES,90024-2454,531100,Lessors of real estate (including mini warehouses & self-storage units),5,08/01/1976,,"(34.065, -118.4494)"
0002675042-0001-5,656 KELTON LLC,,10966 ROEBLING AVENUE UNIT #5 A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,03/01/2012,,"(34.065, -118.4494)"
0002375715-0001-9,DAMIAN A. C. AKHAVI,,10966 ROEBLING AVENUE #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,531310,Real estate property managers,5,01/01/2005,,"(34.065, -118.4494)"
0002414919-0001-3,THE WESTWOOD MANAGEMENT GROUP LLC,,10966 ROEBLING AVENUE #5A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,531310,Real estate property managers,5,12/01/2008,,"(34.065, -118.4494)"
0002549708-0001-0,THE JDS CONSTRUCTION GROUP,,10966 ROEBLING AVENUE #6A,LOS ANGELES,90024-2724,10966 ROEBLING 90024-2724,,,,,,5,12/01/2009,12/31/2010,
0002769010-0001-3,ITZEL I MEJIA,IVONNE'S BEAUTY SPA,10952 ROEBLING AVENUE,LOS ANGELES,90024-2727,10952 ROEBLING 90024-2727,531 1/2   SHRODE AVENUE,DUARTE,91010-3420,446120,"Cosmetics, beauty supplies, & perfume stores",5,08/14/2014,,"(34.0652, -118.4492)"
0002616901-0001-9,PAUL GILBREATH,,10950 ROEBLING AVENUE,LOS ANGELES,90024-2727,10950 ROEBLING 90024-2727,,,,,,5,05/21/2012,12/31/2012,
0000632555-0001-7,LORETTA GREENBERG ETAL,ROEBLING MANOR,10965 ROEBLING AVENUE,LOS ANGELES,90024-2730,10965 ROEBLING 90024,22515 MARILLA STREET,CHATSWORTH,91311-4712,531100,Lessors of real estate (including mini warehouses & self-storage units),5,10/10/1985,,"(34.065, -118.4494)"
0002403785-0001-1,"VTA, LTD",,10982 ROEBLING AVENUE #107,LOS ANGELES,90024-2733,10982 ROEBLING 90024-2733,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/2007,,"(34.0647, -118.4497)"
0002786349-0001-1,STEVEN SAYMAN,,10982 ROEBLING AVENUE #104,LOS ANGELES,90024-2733,10982 ROEBLING 90024-2733,,,,,,5,07/01/2013,09/01/2015,
0002787438-0001-8,MARGARET EULA THREADGILL,,10982 ROEBLING AVENUE #104,LOS ANGELES,90024-2733,10982 ROEBLING 90024-2733,,,,,,5,11/19/2014,07/01/2015,
0002854211-0001-7,LKS PHYSICIAN BILLING LLC,LUISA K SANTOS,10982 ROEBLING AVENUE #305,LOS ANGELES,90024-2735,10982 ROEBLING 90024-2735,,,,812990,All other personal services,5,04/01/2015,,"(34.0647, -118.4496)"
0002784639-0001-7,JOSEPH DONALD SILVA,,10982 ROEBLING AVENUE UNIT #302,LOS ANGELES,90024-2735,10982 ROEBLING 90024-2735,13900   PANAY WAY   #SR-211,MARINA DEL REY,90292-6125,512100,Motion picture & video industries (except video rental),5,09/22/2012,,"(34.0647, -118.4496)"
0002586471-0001-2,SUMMER HOWELL,SUMMERA HOWELL,10982 ROEBLING AVENUE #307,LOS ANGELES,90024-2735,10982 ROEBLING 90024-2735,,,,611000,"Educational services (including schools, colleges, & universities)",5,11/05/2010,,"(34.0647, -118.4497)"
0002361564-0001-1,WON CONSULTING LLC,,827 LEVERING AVENUE APT #103,LOS ANGELES,90024-2737,827 LEVERING 90024-2737,,,,,,5,07/21/2008,12/31/2010,
0002064304-0001-8,EDWARD WILLIAM KOHLER JR,,827 LEVERING AVENUE APT #402,LOS ANGELES,90024-2737,827 LEVERING 90024-2737,,,,,,5,01/01/2001,12/31/2008,
0000113653-0001-3,"MARA STROE,TR",,10940 ROEBLING AVENUE,LOS ANGELES,90024-2741,10940 ROEBLING 90024-2741,,,,,,5,07/23/1976,06/26/2004,
0000002690-0001-5,ROBERT W/SHIRLEY JANSEN,LOS LEONES APTS,731 LEVERING AVENUE,LOS ANGELES,90024-2742,731 LEVERING 90024-2742,POST OFFICE BOX #5892,SANTA BARBARA,93150-5892,531100,Lessors of real estate (including mini warehouses & self-storage units),5,04/01/1974,,"(34.065, -118.4502)"
0002485636-0001-4,SAMANTHA JOSEPHS,,737  1/2 LEVERING AVENUE,LOS ANGELES,90024-2743,737 LEVERING 90024-2743,,,,,,5,01/01/2007,12/31/2009,
0002380599-0001-0,THE SHINDIG GROUP INC,,737   1/2 LEVERING AVENUE,LOS ANGELES,90024-2743,737 LEVERING 90024-2743,,,,,,5,08/21/2007,12/31/2008,
0002065164-0001-1,JAMES CAUFIELD,,743 LEVERING AVENUE,LOS ANGELES,90024-2745,743 LEVERING 90024-2745,,,,,,5,01/01/2003,12/31/2005,
0002918208-0001-4,ANDREW LEWIS REED INC,,743  1/2   LEVERING AVENUE,LOS ANGELES,90024-2745,743 LEVERING 90024-2745,,,,,,5,06/10/2016,01/01/2017,
0002566438-0001-7,MIKE WILLIAMS - DESIGN STUDIO INC,,749 1/2 LEVERING AVENUE,LOS ANGELES,90024-2746,749 LEVERING 90024-2746,,,,541990,"All other professional, scientific, & technical services",5,06/21/2011,,"(34.0646, -118.45)"
0002451958-0001-7,KENNETH PAUL HARTER II,WESTWOOD PROPERTY MGMT,749 1/2 LEVERING AVENUE,LOS ANGELES,90024-2746,749 LEVERING 90024-2746,749 1/2 LEVERING AVENUE,LOS ANGELES,90024-2746,531310,Real estate property managers,5,09/01/2005,,"(34.0646, -118.45)"
0000499009-0001-4,CATERING BY ANDREA LLC,CATERING BY ANDREA,751 LEVERING AVENUE,LOS ANGELES,90024-2747,751 LEVERING 90024-2747,,,,722110,Full-service restaurants,5,09/25/2001,,"(34.0647, -118.4501)"
0002894088-0001-3,JUSTIN JOHN JOSEFY,,753   LEVERING AVENUE,LOS ANGELES,90024-2747,753 LEVERING 90024-2747,,,,561110,Office administrative services,5,01/01/2015,,"(34.065, -118.4504)"
0002674816-0001-1,GILLI MESSER JOSEFFY,,753   LEVERING AVENUE,LOS ANGELES,90024-2747,753 LEVERING 90024-2747,753   LEVERING AVENUE,LOS ANGELES,90024-2747,711510,"Independent artists, writers, & performers",5,01/01/2012,,"(34.065, -118.4504)"
0002595011-0001-7,ASHLEIGH KASPSZAK,,753  1/2 LEVERING AVENUE,LOS ANGELES,90024-2747,753 LEVERING 90024-2747,,,,,,5,01/01/2010,04/01/2010,
0003105566-0001-4,ROE PROPERTY,,10982   ROEBLING AVENUE,LOS ANGELES,90024-2753,10982 ROEBLING 90024-2753,,,,532310,General rental centers,5,07/01/2015,,"(34.0645, -118.4492)"
0002054700-0001-6,CONSTRUCTION RENOVATION SERVICES,,10982 ROEBLING AVENUE,LOS ANGELES,90024-2753,10982 ROEBLING 90024-2753,,,,,,5,07/11/2005,12/31/2006,
0000781811-0001-9,LAUREN C PENSANTI,,10982 ROEBLING AVENUE,LOS ANGELES,90024-2753,10982 ROEBLING 90024,,,,,,5,01/01/2003,12/31/2006,
0002779301-0001-5,CHARLES DOWNS,,803 LEVERING AVENUE APT #1,LOS ANGELES,90024-2754,803 LEVERING 90024-2754,,,,,,5,08/13/2013,10/13/2013,
0002693029-0001-8,ROBERT KYLE DEVERO,,901   LEVERING AVENUE   APT #1,LOS ANGELES,90024-2755,901 LEVERING 90024-2755,,,,711510,"Independent artists, writers, & performers",5,01/12/2008,,"(34.0631, -118.4492)"
0002691474-0001-1,STACY RASKIN,,901 LEVERING AVENUE APT #4,LOS ANGELES,90024-2755,901 LEVERING 90024-2755,,,,,,5,08/01/2013,01/01/2015,
0002412636-0001-8,SHAHRAM MIRSAIDI,,901   LEVERING AVENUE   APT #1,LOS ANGELES,90024-2755,901 LEVERING 90024-2755,901   LEVERING AVENUE,LOS ANGELES,90024-2755,,,5,01/01/2006,,"(34.0631, -118.4492)"
0002313310-0001-1,BARTON RANDALL,,901 LEVERING AVENUE #5,LOS ANGELES,90024-2755,901 LEVERING 90024-2755,,,,,,5,01/01/2006,12/31/2012,
0002860928-0001-7,ROEBLING INVESTMENTS LP,,10954 ROEBLING AVENUE,LOS ANGELES,90024-2756,10954 ROEBLING 90024-2756,1485 N BUNDY DRIVE,LOS ANGELES,90049-1518,531100,Lessors of real estate (including mini warehouses & self-storage units),5,05/13/2015,,"(34.0652, -118.4492)"
0000025558-0001-3,SPATARU FAMILY TRUST,,10954 ROEBLING AVENUE,LOS ANGELES,90024-2756,10954 ROEBLING 90024-2756,,,,,,5,09/01/1974,12/31/2015,
0002684709-0001-9,RONAN MACRORY,,10960  1/2 ROEBLING AVENUE,LOS ANGELES,90024-2757,10960 ROEBLING 90024-2757,,,,512100,Motion picture & video industries (except video rental),5,08/01/2011,,"(34.0651, -118.4493)"
0002511792-0001-8,MALCOLM JACKSON,,10960  1/2 ROEBLING AVENUE,LOS ANGELES,90024-2757,10960 ROEBLING 90024-2757,,,,,,5,06/15/2007,12/01/2009,
0000423783-0001-5,A C A LLC,,10966   ROEBLING AVENUE   #5A,LOS ANGELES,90024-2758,10966 ROEBLING 90024-2758,10966 ROEBLING AVENUE #5A,LOS ANGELES,90024-2724,523900,Other financial investment activities (including investment advice),5,04/01/2000,,"(34.0652, -118.4488)"
0002895380-0001-9,KATHERINE MACEY,,827   LEVERING AVENUE   #403,LOS ANGELES,90024-2761,827 LEVERING 90024-2761,919   LEVERING AVENUE   APT #307,LOS ANGELES,90024-6616,541990,"All other professional, scientific, & technical services",5,04/02/2006,,"(34.064, -118.4497)"
0002405326-0001-5,BENJAMIN SUDAKOV,,827 LEVERING AVENUE APT #505,LOS ANGELES,90024-2762,827 LEVERING 90024-2762,,,,,,5,01/14/2008,12/31/2012,
0002202421-0001-8,JOAN C WU MD INC,,827 LEVERING AVENUE ##301,LOS ANGELES,90024-2762,827 LEVERING 90024-2762,,,,,,5,12/01/2004,12/31/2013,
0002566441-0001-9,YUVAL ISHAI,,827 LEVERING AVENUE #201,LOS ANGELES,90024-2762,827 LEVERING 90024-2762,,,,,,5,01/01/2009,09/24/2010,
0000684543-0001-1,HENRY SHUEN NGEI YU,,827 LEVERING AVENUE #202,LOS ANGELES,90024-2762,827 LEVERING 90024-2762,,,,,,5,01/01/1999,12/31/2005,
0003119486-0001-9,IKRAH INC.,,827   LEVERING AVENUE   APT #707,LOS ANGELES,90024-2763,827 LEVERING 90024,3154   GLENDALE BLVD   SPACE #108,LOS ANGELES,90039-1830,541700,Scientific research & development services,5,02/25/2019,,"(34.064, -118.4497)"
0002715546-0001-1,AYDOGAN OZCAN,,827 LEVERING AVENUE APT #705,LOS ANGELES,90024-2763,827 LEVERING 90024-2763,POST OFFICE BOX #491956,LOS ANGELES,90049-8956,541330,Engineering services,5,01/01/2012,,"(34.064, -118.4495)"
0002766424-0001-6,CEMCRETE CONSULTING LLC,,827 LEVERING AVENUE UNIT #612,LOS ANGELES,90024-2763,827 LEVERING 90024-2763,,,,,,5,10/29/2013,09/22/2015,
0002889499-0001-4,MARY JO AGRESTA DUPREY,,827   LEVERING AVENUE   APT #813,LOS ANGELES,90024-2764,827 LEVERING 90024-2764,348 N GENESEE AVENUE,LOS ANGELES,90036-2263,711510,"Independent artists, writers, & performers",5,01/01/2015,,"(34.064, -118.4497)"
0002819713-0001-8,GAIL DIRAIMONDO,LOCK STITCH,827 LEVERING AVENUE #812,LOS ANGELES,90024-2764,827 LEVERING 90024-2764,3801   VIRGINIA ROAD,LOS ANGELES,90008-1808,423990,Other miscellaneous durable goods,5,02/02/2014,,"(34.064, -118.4495)"
0000472722-0001-3,MARK WALD,,803 LEVERING AVENUE #6,LOS ANGELES,90024-2765,803 LEVERING 90024,,,,,,5,05/12/2001,12/31/2004,
0002676552-0001-7,LOVESTRUCK PRODUCTIONS INC,,10982 ROEBLING AVENUE APT #325,LOS ANGELES,90024-2766,10982 ROEBLING 90024-2766,,,,,,5,09/13/2011,12/31/2017,
0002570950-0001-1,AUSTIN WILLIAM CONNORS III,,10982 ROEBLING AVENUE #325,LOS ANGELES,90024-2766,10982 ROEBLING 90024-2766,,,,,,5,10/20/2009,11/27/2009,
0002366871-0001-1,EDUARDO T BRIQUET,,10982 ROEBLING AVENUE #44,LOS ANGELES,90024-2766,10982 ROEBLING 90024-2766,,,,,,5,06/16/2008,07/01/2009,
0002087356-0001-0,GHAZALA DINSHAH,,817 LEVERING AVENUE #4,LOS ANGELES,90024-2767,817 LEVERING 90024-2767,,,,,,5,01/05/2006,,"(34.0641, -118.4497)"
0000090022-0001-2,GHAZALA DINSHAH,,817 LEVERING AVENUE #4,LOS ANGELES,90024-2767,817 LEVERING 90024-2767,,,,,,5,08/10/2003,12/31/2016,
0002583034-0001-7,SI YANG NG,,10982 ROEBLING AVENUE UNIT #354,LOS ANGELES,90024-2770,10982 ROEBLING 90024-2770,,,,,,5,04/25/2010,12/31/2010,
0000940271-0001-0,ALEX/ANNE-MARIE SPATARU,,10977 ROEBLING AVENUE,LOS ANGELES,90024-2773,10977 ROEBLING 90024,,,,,,5,02/19/1998,12/31/2015,
0002742454-0001-5,"LCBEAN, INC",,10982 ROEBLING AVENUE APT #402,LOS ANGELES,90024-2774,10982 ROEBLING 90024-2774,,,,,,5,11/20/2012,03/29/2016,
0003013896-0001-6,OB MANAGEMENT LLC,,10982   ROEBLING AVENUE   APT #363,LOS ANGELES,90024-2774,10982 ROEBLING 90024-2774,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,07/01/2017,,"(34.0646, -118.4492)"
0002592443-0001-8,LINDSAY COLE,,10982 ROEBLING AVENUE UNIT #402,LOS ANGELES,90024-2774,10982 ROEBLING 90024-2774,,,,,,5,09/02/2010,11/01/2012,
0002301701-0001-3,ARIEL B TAL,,10982 ROEBLING AVENUE APT #405,LOS ANGELES,90024-2777,10982 ROEBLING 90024-2777,,,,,,5,01/01/2005,12/31/2014,
0002475342-0001-9,DIVYANSHU JAIN,,815 LEVERING AVENUE APT #8,LOS ANGELES,90024-2779,815 LEVERING 90024-2779,11718 KIOWA AVENUE APT #1,LOS ANGELES,90049-6127,,,5,04/28/2008,09/30/2009,
0002604655-0001-0,MAHJONG PICTURES INC,MAHJONG PICTURES,815 LEVERING AVENUE APT #5,LOS ANGELES,90024-2779,815 LEVERING 90024-2779,,,,512100,Motion picture & video industries (except video rental),5,07/19/2011,,"(34.0642, -118.4497)"
0002457287-0001-0,MONICA R SHARMA,,10982 ROEBLING AVENUE APT #432,LOS ANGELES,90024-2781,10982 ROEBLING 90024-2781,100 OLD NORTHPORT ROAD,KINGS PARK,11754-4206,,,5,07/08/2009,06/01/2011,
0000469805-0001-2,JOSE A BETANCOURTH,AL CONSTRUCTION,10967 ROEBLING AVENUE #2,LOS ANGELES,90024-2785,10967 ROEBLING 90024-2785,,,,235610,"Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)",5,06/19/2001,12/31/2010,"(34.065, -118.4494)"
0002078055-0001-1,STRATHMORE PROPERTIES LLC,,10998 ROEBLING AVENUE,LOS ANGELES,90024-2786,10998 ROEBLING 90024-2786,,,,,,5,05/22/2003,10/22/2018,
0003029685-0001-1,"LIGHTS, CAMERA, ACCOUNT!, LLC",,10982   ROEBLING AVENUE   UNIT #443,LOS ANGELES,90024-2787,10982 ROEBLING 90024-2787,,,,541211,Offices of certified public accountants,5,01/31/2017,,"(34.0646, -118.4492)"
0002477499-0001-1,JAZMINE VINCENTY,,10982 ROEBLING AVENUE #462,LOS ANGELES,90024-2790,10982 ROEBLING 90024-2790,,,,,,5,06/01/2008,12/31/2010,
