"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"KOREA C151 - HANSCOM, C.P.",0.056,0.444,0.333,0.056,0,0,0,0,0,0,0,0,0.111
"LATIN 1 - BECKELHYMER, S.D.",0.609,0.261,0.087,0,0.043,0,0,0,0,0,0,0,0
"LATIN 1 - CANTU, P.M.",0.364,0.455,0.091,0.091,0,0,0,0,0,0,0,0,0
"LATIN 1 - VINE, B.H.",0.5,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0
"LATIN 1 - VINE, B.H. LEC 4",0.4,0.4,0.05,0.1,0,0,0.05,0,0,0,0,0,0
"LATIN 20 - SPIELBERG, L.M.",0.273,0.636,0.091,0,0,0,0,0,0,0,0,0,0
"LATIN 3 - VINE, B.H.",0.214,0.357,0.143,0,0.071,0.071,0,0.071,0,0,0,0,0.071
"LATN AM 205 - TAUB, B.",0,0.818,0.182,0,0,0,0,0,0,0,0,0,0
"LAW 100 - MALLOY, T.",0.057,0.229,0.257,0.229,0.114,0.114,0,0,0,0,0,0,0
"LAW 100 - MALLOY, T. LEC 6",0,0.105,0.316,0.342,0.158,0.079,0,0,0,0,0,0,0
"LAW 100 - STONE, R.",0.054,0.27,0.324,0.27,0.054,0.027,0,0,0,0,0,0,0
"LAW 100 - STONE, R. LEC 2",0.03,0.091,0.182,0.364,0.242,0.091,0,0,0,0,0,0,0
"LAW 112 - KOROBKIN, R.",0.057,0.314,0.229,0.343,0.057,0,0,0,0,0,0,0,0
"LAW 113 - MALLOY, T.",0.083,0.417,0.25,0.25,0,0,0,0,0,0,0,0,0
"LAW 114 - MERRILL, C.A.",0,0.357,0.357,0.071,0.214,0,0,0,0,0,0,0,0
"LAW 120 - DOLOVICH, S.",0.029,0.171,0.286,0.286,0.143,0.086,0,0,0,0,0,0,0
"LAW 120 - THAXTON, S.",0.027,0.162,0.243,0.297,0.135,0.135,0,0,0,0,0,0,0
"LAW 130 - BALDWIN CLARK, L.J",0.031,0.156,0.281,0.344,0.125,0.062,0,0,0,0,0,0,0
"LAW 130 - BANNER, S.A.",0.053,0.158,0.237,0.263,0.184,0.105,0,0,0,0,0,0,0
"LAW 130 - BRYANT, T.L.",0.027,0.189,0.27,0.27,0.162,0.081,0,0,0,0,0,0,0
"LAW 130 - PARSON, E.",0.061,0.121,0.273,0.364,0.091,0.091,0,0,0,0,0,0,0
"LAW 130 - RILEY, A.R.",0.027,0.162,0.243,0.297,0.135,0.135,0,0,0,0,0,0,0
"LAW 130 - ZASLOFF, J.",0,0.194,0.278,0.306,0.111,0.111,0,0,0,0,0,0,0
"LAW 140 - GRADY, M.",0,0.216,0.297,0.27,0.108,0.108,0,0,0,0,0,0,0
"LAW 140 - GRADY, M. LEC 8",0.056,0.139,0.222,0.278,0.194,0.111,0,0,0,0,0,0,0
"LAW 140 - SELBST, A.D.",0.081,0.135,0.216,0.297,0.135,0.135,0,0,0,0,0,0,0
"LAW 140 - WANG, A.",0.029,0.176,0.265,0.324,0.176,0.029,0,0,0,0,0,0,0
"LAW 145 - MARCUS, D.W.",0.053,0.132,0.237,0.289,0.158,0.132,0,0,0,0,0,0,0
"LAW 145 - MARCUS, D.W. LEC 7",0.026,0.158,0.237,0.289,0.158,0.132,0,0,0,0,0,0,0
"LAW 145 - PARK, J.",0.057,0.143,0.257,0.314,0.086,0.143,0,0,0,0,0,0,0
"LAW 145 - SCALLEN, E.",0.057,0.114,0.257,0.286,0.2,0.086,0,0,0,0,0,0,0
"LAW 145 - SCHWARTZ, J.C.",0.029,0.2,0.143,0.343,0.143,0.143,0,0,0,0,0,0,0
"LAW 145 - SCHWARTZ, J.C. LEC 4",0,0.194,0.361,0.222,0.139,0.083,0,0,0,0,0,0,0
"LAW 145 - SPILLENGER, C.S.",0.028,0.194,0.25,0.306,0.139,0.083,0,0,0,0,0,0,0
"LAW 145 - YEAZELL, S.C.",0.079,0.079,0.211,0.289,0.211,0.132,0,0,0,0,0,0,0
"LAW 201 - GOLDSTEIN, R.D.",0.03,0.364,0.152,0.364,0.091,0,0,0,0,0,0,0,0
"LAW 202 - CARBADO, D.W.",0.034,0.31,0.138,0.414,0.103,0,0,0,0,0,0,0,0
"LAW 202 - CHACON, J.M.",0.024,0.212,0.271,0.341,0.153,0,0,0,0,0,0,0,0
"LAW 205 - GOODMAN, P.D.",0.036,0.202,0.31,0.333,0.119,0,0,0,0,0,0,0,0
"LAW 207 - SLEVIN, H.F.",0.045,0.205,0.227,0.341,0.182,0,0,0,0,0,0,0,0
"LAW 211 - LEVENSON, L.",0.056,0.167,0.264,0.375,0.125,0.014,0,0,0,0,0,0,0
"LAW 211 - WONSOWICZ, P.",0.039,0.197,0.276,0.355,0.118,0.013,0,0,0,0,0,0,0
"LAW 216 - MICHAELS, J.",0.054,0.297,0.243,0.378,0.027,0,0,0,0,0,0,0,0
"LAW 220 - BANK, S.",0.027,0.324,0.189,0.378,0.081,0,0,0,0,0,0,0,0
"LAW 220 - OH, J.S.",0.07,0.209,0.256,0.372,0.093,0,0,0,0,0,0,0,0
"LAW 222 - BAWDEN, E.A.",0.1,0.2,0.3,0.2,0.1,0.1,0,0,0,0,0,0,0
"LAW 228 - BAINBRIDGE, S.M.",0.136,0.318,0.045,0.364,0.091,0.045,0,0,0,0,0,0,0
"LAW 230 - LOPUCKI, L.M.",0.039,0.197,0.289,0.368,0.105,0,0,0,0,0,0,0,0
"LAW 230 - VERSTEIN, A.",0.024,0.268,0.195,0.415,0.073,0.024,0,0,0,0,0,0,0
"LAW 234 - POWER, J.J.",0.038,0.212,0.308,0.346,0.096,0,0,0,0,0,0,0,0
"LAW 240 - GRADY, M.",0.105,0.368,0,0.421,0.105,0,0,0,0,0,0,0,0
"LAW 248 - BUSSEL, D.J.",0.071,0.286,0.179,0.429,0.036,0,0,0,0,0,0,0,0
"LAW 261 - AMES, S.R.",0,0.255,0.216,0.333,0.196,0,0,0,0,0,0,0,0
"LAW 266 - GOMEZ, L.E.",0.059,0.265,0.118,0.5,0.059,0,0,0,0,0,0,0,0
"LAW 270 - BALI, A.U.",0.062,0.25,0.188,0.438,0.062,0,0,0,0,0,0,0,0
"LAW 272 - STEINBERG, R.H.",0.071,0.357,0,0.571,0,0,0,0,0,0,0,0,0
"LAW 274 - NETANEL, N.W.",0.062,0.281,0.156,0.375,0.062,0.031,0,0,0,0.031,0,0,0
"LAW 278 - GARDBAUM, S.A.",0.059,0.176,0.235,0.471,0.059,0,0,0,0,0,0,0,0
"LAW 285 - CUMMINGS, S.",0.024,0.262,0.214,0.357,0.143,0,0,0,0,0,0,0,0
"LAW 290 - CARLSON, A.E.",0.094,0.312,0.125,0.438,0.031,0,0,0,0,0,0,0,0
"LAW 295 - COLGAN, B.",0.095,0.381,0,0.476,0.048,0,0,0,0,0,0,0,0
"LAW 298 - LANGER, M.",0.077,0.308,0.308,0.231,0.077,0,0,0,0,0,0,0,0
"LAW 300 - STONE, R.",0.05,0.25,0.225,0.4,0.075,0,0,0,0,0,0,0,0
"LAW 302 - NETANEL, N.W.",0.067,0.222,0.289,0.356,0.067,0,0,0,0,0,0,0,0
"LAW 303 - GENCO, S.C.",0.047,0.256,0.186,0.326,0.186,0,0,0,0,0,0,0,0
"LAW 305 - AKENS, S.E.",0.075,0.275,0.1,0.4,0.15,0,0,0,0,0,0,0,0
"LAW 305 - TANG, X.",0.036,0.321,0.143,0.321,0.179,0,0,0,0,0,0,0,0
"LAW 306 - LICHTMAN, D.G.",0.118,0.353,0.059,0.471,0,0,0,0,0,0,0,0,0
"LAW 307 - LICHTMAN, D.G.",0.041,0.184,0.224,0.347,0.184,0.02,0,0,0,0,0,0,0
"LAW 312 - CUMMINGS, S.",0.014,0.186,0.257,0.357,0.186,0,0,0,0,0,0,0,0
"LAW 312 - DERIAN, S.K.",0.038,0.208,0.302,0.358,0.094,0,0,0,0,0,0,0,0
"LAW 312 - KIM, S.H.",0.029,0.114,0.371,0.429,0.057,0,0,0,0,0,0,0,0
"LAW 312 - WINKLER, A.D.",0.034,0.172,0.241,0.379,0.155,0.017,0,0,0,0,0,0,0
"LAW 316 - GLATER, J.D.",0.042,0.125,0.25,0.542,0.042,0,0,0,0,0,0,0,0
"LAW 331 - MOTOMURA, H.",0.05,0.25,0.2,0.5,0,0,0,0,0,0,0,0,0
"LAW 331 - MOTOMURA, H. LEC 2",0,0.5,0,0.375,0,0.125,0,0,0,0,0,0,0
"LAW 348 - GARDBAUM, S.A.",0.083,0.25,0.25,0.417,0,0,0,0,0,0,0,0,0
"LAW 350 - BOYD, W.C.",0,0.273,0.227,0.364,0.091,0.045,0,0,0,0,0,0,0
"LAW 358 - POWER, J.J.",0.125,0.146,0.271,0.354,0.104,0,0,0,0,0,0,0,0
"LAW 364 - ZIFFREN, K.",0.182,0.455,0.273,0,0.091,0,0,0,0,0,0,0,0
"LAW 376 - OLSEN, F.E.",0.1,0.4,0,0.5,0,0,0,0,0,0,0,0,0
"LAW 399 - MULLER, F.T.",0.222,0.444,0.111,0,0.222,0,0,0,0,0,0,0,0
"LAW 434 - HABIBI, P.B.",0,0.5,0,0.444,0.056,0,0,0,0,0,0,0,0
"LAW 446 - ABE, G.J.",0,0.308,0.308,0.385,0,0,0,0,0,0,0,0,0
"LAW 451 - VAZQUEZ, J.I.",0.071,0.143,0.286,0.5,0,0,0,0,0,0,0,0,0
"LAW 504 - SELBST, A.D.",0.091,0.364,0.455,0.091,0,0,0,0,0,0,0,0,0
"LAW 506 - PARK, J.",0.05,0.6,0.3,0.05,0,0,0,0,0,0,0,0,0
"LAW 508 - ROBERTS, M.T.",0.125,0.625,0.25,0,0,0,0,0,0,0,0,0,0
"LAW 513 - HECHT, S.B.",0.05,0.95,0,0,0,0,0,0,0,0,0,0,0
"LAW 515 - MICHAELS, J.",0.05,0.95,0,0,0,0,0,0,0,0,0,0,0
"LAW 536 - STARK, K.J.",0.111,0.889,0,0,0,0,0,0,0,0,0,0,0
"LAW 540 - MCCARL, R.",0.214,0.214,0.429,0.071,0.071,0,0,0,0,0,0,0,0
"LAW 540 - MCCARL, R. LEC 2",0.25,0.417,0.25,0,0.083,0,0,0,0,0,0,0,0
"LAW 541 - 0RRO, V.H.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LAW 541 - SCHWARTZ, J.C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LAW 541 - SEARS, R.B.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LAW 545 - SCHWARTZ, J.C.",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
"LAW 559 - ALBEN, A.",0.053,0.579,0.316,0.053,0,0,0,0,0,0,0,0,0
"LAW 566 - PEAKE, J.S.",0.067,0.4,0.533,0,0,0,0,0,0,0,0,0,0
"LAW 568 - FURTH, M.",0.222,0.667,0.056,0.056,0,0,0,0,0,0,0,0,0
"LAW 584 - STEMPLE, L.",0.111,0.389,0.278,0.222,0,0,0,0,0,0,0,0,0
"LAW 588 - MERRILL, C.A.",0,0.308,0.231,0.462,0,0,0,0,0,0,0,0,0
"LAW 603 - CHACON, J.M.",0.105,0.632,0.263,0,0,0,0,0,0,0,0,0,0
"LAW 606 - A0BTAWI, I.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LAW 608 - HORWITZ, J.",0,0.286,0.5,0.214,0,0,0,0,0,0,0,0,0
"LAW 614 - LANGER, M.",0,0.684,0.263,0.053,0,0,0,0,0,0,0,0,0
"LAW 636 - WANG, A.",0.083,0.667,0.083,0.167,0,0,0,0,0,0,0,0,0
"LAW 655 - OLSEN, F.E.",0.143,0.571,0.143,0.143,0,0,0,0,0,0,0,0,0
"LAW 671 - FALSAFI, S.",0.059,0.529,0.353,0.059,0,0,0,0,0,0,0,0,0
"LAW 683 - COHEN, D.M.",0,0.25,0.562,0.188,0,0,0,0,0,0,0,0,0
"LAW 707 - SCULLY, E.P.",0.05,0.45,0.4,0.1,0,0,0,0,0,0,0,0,0
"LAW 728 - VAN SCHILFGAARDE,",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
"LAW 730 - NISHIMOTO, J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LAW 757 - BABBE, D.B.",0.056,0.611,0.333,0,0,0,0,0,0,0,0,0,0
"LAW 763 - KOROBKIN, S.A.",0.083,0.417,0.333,0.167,0,0,0,0,0,0,0,0,0
"LAW 763 - KOROBKIN, S.A. LEC 2",0,0.429,0.5,0.071,0,0,0,0,0,0,0,0,0
"LAW 769 - COHEN, D.M.",0.167,0.5,0.333,0,0,0,0,0,0,0,0,0,0
"LAW 774 - REICH, P.L.",0.2,0.8,0,0,0,0,0,0,0,0,0,0,0
"LAW 792 - RABIN, N.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LAW 805 - HIRSCH, R.G.",0.091,0.818,0.091,0,0,0,0,0,0,0,0,0,0
"LAW 807 - CHRIST, A.C.",0.2,0.8,0,0,0,0,0,0,0,0,0,0,0
"LAW 832 - BARRETO, M.A.",0,0.889,0.111,0,0,0,0,0,0,0,0,0,0
"LAW 835 - VIRANI, A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LBR STD 10 - VALENZUELA, A.",0.145,0.566,0.141,0.055,0.082,0,0.004,0.004,0.004,0,0,0,0
"LBR STD 101 - RIVERA-SALGADO, G.",0.306,0.327,0.143,0.102,0.061,0.02,0.02,0,0,0,0,0,0.02
"LBR STD 140 - ESPINO, V.R.",0.271,0.356,0.153,0.068,0.051,0,0,0,0,0.034,0.017,0.017,0.034
"LBR STD 153 - GAFFNEY, L.M.",0,0.935,0.065,0,0,0,0,0,0,0,0,0,0
"LBR STD 179A - ROCCO, R.A.",0.034,0.517,0.379,0.034,0.034,0,0,0,0,0,0,0,0
"LBR STD 188 - GRIFFEY, T.S.",0.25,0.156,0.281,0.156,0.031,0.031,0,0.094,0,0,0,0,0
"LBR STD 188 - HAAS, G.S.",0,0.952,0,0,0.048,0,0,0,0,0,0,0,0
"LBR STD 194B - NEWMAN, C.",0.353,0.647,0,0,0,0,0,0,0,0,0,0,0
"LBR STD 97 - HIGBIE, F.T.",0.167,0.417,0.417,0,0,0,0,0,0,0,0,0,0
"LBR STD M175 - VON BLUM, P.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LGBTQS 181 - MORRIS, M.B.",0.467,0.267,0.2,0.067,0,0,0,0,0,0,0,0,0
"LGBTQS 183 - MORRIS, M.B.",0.588,0.118,0.118,0,0.059,0,0,0.059,0,0,0,0,0.059
"LGBTQS M114 - WOOLSEY, M.F.",0.475,0.449,0.034,0.017,0.008,0.008,0.008,0,0,0,0,0,0
"LIFESCI 107 - PHAM, H.D.",0.06,0.651,0.108,0.055,0.048,0.039,0.01,0.01,0.005,0.002,0.002,0.002,0.007
"LIFESCI 15 - PHELAN, J.P.",0.033,0.458,0.084,0.132,0.165,0.096,0.006,0.021,0,0,0,0,0.006
"LIFESCI 192B - PIRES, D.B.",0,0.944,0.056,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192B - SHAKED, S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192B - SHEVTSOV, J.",0,0.955,0.045,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192C - PIRES, D.B.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192C - SHAKED, S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192C - SHEVTSOV, J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192D - PFLUEGL, G.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192D - PIRES, D.B.",0,0.947,0.053,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192D - SHAKED, S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192D - SHEVTSOV, J.",0,0.95,0.05,0,0,0,0,0,0,0,0,0,0
"LIFESCI 192E - SHAKED, S.",0,0.917,0.083,0,0,0,0,0,0,0,0,0,0
"LIFESCI 23L - PFLUEGL, G.M.",0.693,0.241,0.046,0.009,0.006,0.003,0.002,0,0,0,0,0,0
"LIFESCI 30A - BENNOUN, S.J.",0.562,0.209,0.091,0.035,0.029,0.021,0.003,0.018,0.012,0.006,0,0,0.015
"LIFESCI 30A - KERANEN, J.P.",0.666,0.179,0.075,0.024,0.019,0.008,0.005,0.005,0.003,0,0.003,0.008,0.005
"LIFESCI 30A - KERANEN, J.P. LEC 4",0.775,0.114,0.058,0.019,0.005,0.005,0.003,0.005,0,0,0.005,0,0.011
"LIFESCI 30A - VENUGOPAL, S.",0.689,0.249,0,0.008,0.03,0.003,0.005,0.005,0,0,0,0.003,0.008
"LIFESCI 30B - SHEVTSOV, J.",0.158,0.7,0.042,0.008,0.042,0,0,0.017,0.008,0.008,0,0,0.017
"LIFESCI 40 - VENUGOPAL, S.",0.224,0.43,0.047,0.093,0.056,0.019,0.009,0.084,0.019,0,0,0,0.019
"LIFESCI 7A - BRAYBROOK, S.",0.047,0.539,0.193,0.054,0.072,0.031,0.013,0.029,0,0,0.011,0,0.009
"LIFESCI 7A - LAZAZZERA, B.A.",0.125,0.283,0.16,0.125,0.171,0.054,0.014,0.035,0.019,0.003,0.003,0.005,0.003
"LIFESCI 7A - MALOY, J.P.",0.05,0.603,0.142,0.079,0.048,0.028,0.017,0.011,0,0,0.011,0,0.011
"LIFESCI 7A - MCEVOY, M.M.",0.014,0.476,0.141,0.124,0.108,0.046,0.016,0.046,0,0.005,0.016,0,0.008
"LIFESCI 7B - KANE, T.L.",0.028,0.642,0.157,0.077,0.046,0.019,0.012,0.012,0,0.003,0,0,0.003
"LIFESCI 7B - PHAM, H.D.",0.035,0.571,0.171,0.1,0.071,0.018,0.012,0.012,0.006,0,0,0,0.006
"LIFESCI 7C - ESDIN, J.",0.049,0.626,0.112,0.075,0.06,0.023,0.017,0.034,0,0,0,0,0.003
"LIFESCI 7C - HSIAO, E.Y.",0.051,0.6,0.114,0.075,0.068,0.022,0.019,0.046,0,0,0.005,0,0
"LIFESCI M192A - SHAKED, S.",0,0.979,0.014,0,0.003,0.003,0,0,0,0,0,0,0
"LING 1 - SILVESTRI, G.",0.246,0.422,0.123,0.072,0.051,0.028,0.015,0.015,0.004,0.002,0.008,0.002,0.013
"LING 103 - SUNDARA, M.",0.238,0.381,0.214,0.071,0.024,0.024,0.024,0,0,0,0,0,0.024
"LING 119A - BELL, E.A.",0.031,0.312,0.25,0.156,0.125,0.062,0,0.031,0,0,0,0,0.031
"LING 120B - SCHUTZE, C.T.",0.193,0.228,0.175,0.088,0.07,0.035,0.035,0.07,0,0.018,0.018,0.018,0.053
"LING 130 - LOCCIONI, N.",0.211,0.237,0.289,0.026,0.053,0.053,0,0,0.026,0.053,0,0,0.053
"LING 144 - YOKOYAMA, O.T.",0.118,0.412,0.235,0.118,0.059,0.059,0,0,0,0,0,0,0
"LING 165B - LOCCIONI, N.",0.094,0.312,0.125,0.125,0.062,0.094,0.125,0.031,0,0,0,0,0.031
"LING 170 - BAHTI0, D.",0.514,0.306,0.083,0.014,0.028,0.014,0.014,0,0,0,0.014,0,0.014
"LING 20 - HUNTER, T.",0.143,0.252,0.185,0.16,0.084,0.042,0.034,0.017,0.017,0.008,0,0.017,0.042
"LING 20 - KEINE, S.",0.248,0.284,0.147,0.101,0.055,0.037,0.028,0.037,0.009,0.009,0.009,0,0.037
"LING C140 - BELL, E.A.",0.432,0.135,0.108,0.054,0.054,0.027,0,0.054,0,0,0.135,0,0
"M E STD M50A - DANIELSON, A.",0.25,0.45,0.2,0.05,0,0,0,0,0,0,0,0,0.05
"M PHARM 251 - WU, T.",0.118,0.706,0.176,0,0,0,0,0,0,0,0,0,0
"M PHARM 291 - HERSCHMAN, H.R.",0.1,0.7,0.2,0,0,0,0,0,0,0,0,0,0
"MAT SCI 10 - BANERJEE, A.S.",0.185,0.333,0.222,0.111,0.148,0,0,0,0,0,0,0,0
"MAT SCI 104 - HE, X.",0.477,0.227,0.114,0.068,0.068,0,0.023,0.023,0,0,0,0,0
"MAT SCI 104 - POZUELO, M.",0.089,0.267,0.044,0.244,0.2,0.022,0,0.044,0.044,0,0.044,0,0
"MAT SCI 110 - GOORSKY, M.S.",0.017,0.4,0.2,0.083,0.117,0.117,0.033,0.033,0,0,0,0,0
"MAT SCI 110L - GOORSKY, M.S.",0.316,0.526,0,0.053,0,0,0,0,0.053,0,0,0,0.053
"MAT SCI 110L - GOORSKY, M.S. LEC 2",0.286,0.429,0.071,0.071,0,0.071,0,0.071,0,0,0,0,0
"MAT SCI 110L - GOORSKY, M.S. LEC 3",0.5,0.333,0.056,0.056,0,0,0,0,0.056,0,0,0,0
"MAT SCI 130 - BALONIS, M.",0.062,0.271,0.229,0.167,0.146,0.104,0,0,0,0,0.021,0,0
"MAT SCI 160 - BESCHER, E.P.",0,0.111,0.222,0.111,0.296,0.111,0.074,0.037,0,0,0,0,0.037
"MAT SCI 200 - XIE, Y.",0.158,0.158,0.158,0.421,0.105,0,0,0,0,0,0,0,0
"MAT SCI 243C - MARIAN, J.",0,0.062,0.75,0.188,0,0,0,0,0,0,0,0,0
"MAT SCI 248 - RAMAN, A.P.",0.2,0.2,0.2,0.3,0.1,0,0,0,0,0,0,0,0
"MAT SCI 252 - PEI, Q.",0.25,0.375,0.188,0.188,0,0,0,0,0,0,0,0,0
"MAT SCI M105 - KODAMBAKA, S.",0.158,0.421,0.158,0.053,0.158,0.053,0,0,0,0,0,0,0
"MATH 1 - GREENE, M.P.",0.027,0.482,0.143,0.045,0.125,0.045,0.018,0.054,0.027,0,0,0,0.036
"MATH 105A - DALLAS, H.J.",0,0.529,0.294,0.118,0,0.059,0,0,0,0,0,0,0
"MATH 110A - VENKATESH, S.N.",0.071,0.286,0.071,0.143,0.143,0.107,0.071,0.071,0,0,0,0,0.036
"MATH 110AH - GIESEKER, D.",0.063,0.698,0.016,0.111,0.048,0.032,0.032,0,0,0,0,0,0
"MATH 115A - ARANT, T.J.",0.014,0.264,0.125,0.097,0.278,0.069,0.028,0.083,0.014,0,0.014,0,0.014
"MATH 115A - BOEDIHARDJO, M.T.",0.021,0.319,0.021,0.277,0.064,0.106,0.064,0.043,0.021,0,0,0,0.064
"MATH 115A - HAZEL, C.",0.052,0.234,0.078,0.143,0.195,0.052,0.078,0.104,0.039,0,0.013,0,0.013
"MATH 115A - HAZEL, C. LEC 3",0,0.231,0.128,0.077,0.308,0.128,0,0.077,0.026,0,0,0,0.026
"MATH 115A - HONDA, K.",0.093,0.36,0.16,0.12,0.12,0.107,0.027,0,0.013,0,0,0,0
"MATH 115AH - ELMAN, R.S.",0.031,0.438,0.125,0.062,0.25,0.094,0,0,0,0,0,0,0
"MATH 115AH - RUBIN, J.L.",0,0.152,0.273,0.212,0.061,0.121,0.061,0.121,0,0,0,0,0
"MATH 118 - MCKENZIE, D.",0.069,0.621,0.138,0,0.034,0.069,0.034,0,0.034,0,0,0,0
"MATH 120A - MAY, C.",0.029,0.471,0.059,0.147,0.118,0.029,0.029,0.118,0,0,0,0,0
"MATH 131A - CAMERON, J.",0.067,0.4,0.267,0.033,0.033,0.133,0,0.033,0,0,0,0,0.033
"MATH 131A - CAMERON, J. LEC 2",0.061,0.394,0.152,0.061,0.061,0.03,0.091,0.121,0,0,0,0,0.03
"MATH 131A - DEUTSCH, S.",0.077,0.359,0.385,0.051,0.051,0.077,0,0,0,0,0,0,0
"MATH 131A - DEUTSCH, S. LEC 5",0.088,0.353,0.147,0.265,0.059,0.029,0.029,0,0,0,0,0,0.029
"MATH 131A - FORLANO, J.A.",0,0.206,0.118,0.118,0.088,0.147,0.059,0.059,0.059,0,0.059,0,0.088
"MATH 131AH - GREENE, R.E.",0.14,0.36,0.16,0.08,0.1,0,0,0.1,0.02,0,0,0,0.04
"MATH 131B - GREENFELD, R.",0,0.286,0.114,0,0.143,0.229,0,0.143,0.057,0.029,0,0,0
"MATH 131B - MADRID PADILLA, J.",0.047,0.256,0.163,0.209,0.093,0.047,0.047,0.116,0.023,0,0,0,0
"MATH 132 - HOFF, D.J.",0.022,0.413,0.239,0.152,0,0.109,0.022,0.043,0,0,0,0,0
"MATH 132 - HOFF, D.J. LEC 2",0.021,0.447,0.213,0.234,0,0,0.043,0.043,0,0,0,0,0
"MATH 134 - HARROP-GRIFFITHS,",0,0.273,0.273,0.152,0.061,0.061,0.091,0,0.061,0,0,0,0.03
"MATH 134 - KILLIP, R.B.",0.043,0.304,0.304,0.087,0.174,0,0,0,0,0,0,0,0.087
"MATH 135 - BISWAL, S.",0.038,0.154,0.192,0.115,0.038,0.154,0.115,0.077,0.038,0.038,0,0,0.038
"MATH 135 - TONG, J.",0,0.488,0.146,0.098,0,0.098,0.049,0.049,0.024,0,0.024,0,0.024
"MATH 135 - WINK, M.",0,0.436,0.026,0.128,0.231,0.103,0,0.051,0.026,0,0,0,0
"MATH 142 - HUANG, L.",0,0.583,0.222,0.056,0.083,0.028,0.028,0,0,0,0,0,0
"MATH 142 - NURBEKYAN, L.",0,0.485,0.394,0.061,0.03,0.03,0,0,0,0,0,0,0
"MATH 151A - CARNEY, S.P.",0,0.707,0.098,0.024,0.122,0,0,0.024,0.024,0,0,0,0
"MATH 151A - LI, W.",0.049,0.756,0.122,0.024,0.024,0,0,0.024,0,0,0,0,0
"MATH 151A - MAIMAITIYIMING, W.",0,0.667,0.028,0.028,0.111,0.056,0.028,0,0.028,0,0,0,0.056
"MATH 151A - VESE, L.A.",0.568,0.295,0.114,0,0,0,0.023,0,0,0,0,0,0
"MATH 151B - WU FUNG, S.M.",0,0.83,0.043,0.043,0.043,0.021,0.021,0,0,0,0,0,0
"MATH 156 - HADDOCK, J.",0,0.647,0.088,0.118,0.118,0,0,0,0,0,0,0,0.029
"MATH 164 - RADKE, E.M.",0.024,0.659,0.073,0,0.073,0.049,0.024,0.049,0.024,0.024,0,0,0
"MATH 164 - REBROVA, E.",0.065,0.419,0.097,0.032,0.29,0.032,0,0,0.032,0.032,0,0,0
"MATH 164 - REBROVA, E. LEC 2",0.05,0.5,0.05,0.075,0.175,0.025,0,0.025,0,0.025,0.05,0.025,0
"MATH 168 - PORTER, M.A.",0,0.609,0.087,0,0.261,0,0,0.043,0,0,0,0,0
"MATH 170A - ISELI, A.U.",0,0.241,0.276,0.138,0.241,0.034,0,0.034,0,0,0,0,0.034
"MATH 170E - FORLANO, J.A.",0,0.371,0.229,0.086,0.171,0.029,0.057,0,0,0.029,0.029,0,0
"MATH 170E - ISELI, A.U.",0,0.243,0.243,0.162,0.108,0.162,0,0.054,0,0,0,0,0.027
"MATH 170E - 0M, K.S.",0.098,0.146,0.171,0.122,0.122,0.122,0.049,0.122,0.024,0.024,0,0,0
"MATH 170E - NGUYEN, H.D.",0.108,0.324,0.189,0.162,0.108,0.081,0.027,0,0,0,0,0,0
"MATH 170S - CHAN, S.",0,0.861,0.083,0,0.028,0,0,0,0,0.028,0,0,0
"MATH 170S - LYU, H.",0.056,0.444,0.278,0.139,0.056,0.028,0,0,0,0,0,0,0
"MATH 171 - VOSS, M.",0,0.405,0.216,0.162,0.054,0.081,0.081,0,0,0,0,0,0
"MATH 174E - TAYLOR, D.W.",0,0.551,0.174,0.13,0.058,0.072,0.014,0,0,0,0,0,0
"MATH 177 - KYE, Y.",0,0.974,0,0.026,0,0,0,0,0,0,0,0,0
"MATH 177 - KYE, Y. LEC 2",0,0.842,0,0.026,0.026,0.026,0.053,0.026,0,0,0,0,0
"MATH 178A - OZEL, E.",0.013,0.564,0.141,0.128,0.064,0,0.051,0.026,0.013,0,0,0,0
"MATH 180 - MORENO, A.J.",0,0.537,0.171,0.122,0.049,0.049,0,0.073,0,0,0,0,0
